content,score,Label,text_clean,text_Stopword,text_tokens,text_tokens_stemmed,Label NB
"Aplikasinya bagus, hanya sering error dan lama proses penangannya, tolong lebih di percepat lagi maintenance nya Sampai saat ini masih blm bisa dibuka aplikasinya, Sudah diperbaiki,",4,positif,aplikasinya bagus hanya sering error dan lama proses penangannya tolong lebih di percepat lagi maintenance nya sampai saat ini masih blm bisa dibuka aplikasinya sudah diperbaiki,aplikasinya bagus error proses penangannya tolong percepat maintenance nya blm dibuka aplikasinya diperbaiki,"['aplikasinya', 'bagus', 'error', 'proses', 'penangannya', 'tolong', 'percepat', 'maintenance', 'nya', 'blm', 'dibuka', 'aplikasinya', 'diperbaiki']",aplikasi bagus error proses nang tolong cepat maintenance nya blm buka aplikasi baik,positif
Ga jelas banget appnya. Login ga bisa2 mulu euy mending buka pake web dah. Sorry gw delete lagi. App ga guna,1,negatif,ga jelas banget appnya login ga bisa2 mulu euy mending buka pake web dah sorry gw delete lagi app ga guna,ga banget appnya login ga bisa2 mulu euy mending buka pake web dah sorry gw delete app ga,"['ga', 'banget', 'appnya', 'login', 'ga', 'bisa2', 'mulu', 'euy', 'mending', 'buka', 'pake', 'web', 'dah', 'sorry', 'gw', 'delete', 'app', 'ga']",ga banget appnya login ga bisa2 mulu euy mending buka pake web dah sorry gw delete app ga,negatif
Nice,5,positif,nice,nice,['nice'],nice,positif
"Saya pengalaman dari PT Dewasutratex, PT Ramaputratex,PT warna indah samajaya, PT Ramatex, PT DJatatex, PTHeksatex Indah, PT Budi agung sentosa. Selama kerja saya di bagian Dyeing /Finishing.",5,positif,saya pengalaman dari pt dewasutratex pt ramaputratexpt warna indah samajaya pt ramatex pt djatatex ptheksatex indah pt budi agung sentosa selama kerja saya di bagian dyeing finishing,pengalaman pt dewasutratex pt ramaputratexpt warna indah samajaya pt ramatex pt djatatex ptheksatex indah pt budi agung sentosa kerja dyeing finishing,"['pengalaman', 'pt', 'dewasutratex', 'pt', 'ramaputratexpt', 'warna', 'indah', 'samajaya', 'pt', 'ramatex', 'pt', 'djatatex', 'ptheksatex', 'indah', 'pt', 'budi', 'agung', 'sentosa', 'kerja', 'dyeing', 'finishing']",alam pt dewasutratex pt ramaputratexpt warna indah samajaya pt ramatex pt djatatex ptheksatex indah pt budi agung sentosa kerja dyeing finishing,positif
Smga bisa membantu,5,positif,smga bisa membantu,smga membantu,"['smga', 'membantu']",smga bantu,positif
Aplikasi loker penipu,1,negatif,aplikasi loker penipu,aplikasi loker penipu,"['aplikasi', 'loker', 'penipu']",aplikasi loker tipu,negatif
Ko gbisa di instal ya pdhal udh download?,4,positif,ko gbisa di instal ya pdhal udh download,ko gbisa instal ya pdhal udh download,"['ko', 'gbisa', 'instal', 'ya', 'pdhal', 'udh', 'download']",ko gbisa instal ya pdhal udh download,negatif
"aplikasinya bagus, simple & mudah buat cari kerja dari pertama kali lulus kuliah th 2013 sampai sekarang lewat aplikasi ini selain lewat linked*n.",5,positif,aplikasinya bagus simple  mudah buat cari kerja dari pertama kali lulus kuliah th 2013 sampai sekarang lewat aplikasi ini selain lewat linkedn,aplikasinya bagus simple mudah cari kerja kali lulus kuliah th 2013 aplikasi linkedn,"['aplikasinya', 'bagus', 'simple', 'mudah', 'cari', 'kerja', 'kali', 'lulus', 'kuliah', 'th', '2013', 'aplikasi', 'linkedn']",aplikasi bagus simple mudah cari kerja kali lulus kuliah th 2013 aplikasi linkedn,positif
"Saya lebih suka jobstreet yang dulu daripada sekarang, karena versi sekarang terlalu gamblang jika CV sudah di lihat lalu kemudian ada notif kemungkinan tidak dilanjutkan, menurut saya cukup di pemberitahuan notif di lihat saja untuk urusan dilanjutkan atau tidak lebih baik tidak usah ada. Semoga bisa diubah kembali thanks",1,negatif,saya lebih suka jobstreet yang dulu daripada sekarang karena versi sekarang terlalu gamblang jika cv sudah di lihat lalu kemudian ada notif kemungkinan tidak dilanjutkan menurut saya cukup di pemberitahuan notif di lihat saja untuk urusan dilanjutkan atau tidak lebih baik tidak usah ada semoga bisa diubah kembali thanks,suka jobstreet versi gamblang cv lihat notif dilanjutkan pemberitahuan notif lihat urusan dilanjutkan semoga diubah thanks,"['suka', 'jobstreet', 'versi', 'gamblang', 'cv', 'lihat', 'notif', 'dilanjutkan', 'pemberitahuan', 'notif', 'lihat', 'urusan', 'dilanjutkan', 'semoga', 'diubah', 'thanks']",suka jobstreet versi gamblang cv lihat notif lanjut pemberitahuan notif lihat urus lanjut moga ubah thanks,negatif
"demi apapun ini APK GA BERGUNA, SPAM EMAIL doang",1,negatif,demi apapun ini apk ga berguna spam email doang,apapun apk ga berguna spam email doang,"['apapun', 'apk', 'ga', 'berguna', 'spam', 'email', 'doang']",apa apk ga guna spam email doang,negatif
"Loker sampah semua isinya, tidak jelas..yg menipu pun ada, gila gak tu.",1,negatif,loker sampah semua isinya tidak jelasyg menipu pun ada gila gak tu,loker sampah isinya jelasyg menipu gila gak tu,"['loker', 'sampah', 'isinya', 'jelasyg', 'menipu', 'gila', 'gak', 'tu']",loker sampah isi jelasyg tipu gila gak tu,negatif
Good ..banyak panggilan wawancara,5,positif,good banyak panggilan wawancara,good panggilan wawancara,"['good', 'panggilan', 'wawancara']",good panggil wawancara,positif
Kebanyakan iklan dengan minta di update 5 hari sekali parah,1,negatif,kebanyakan iklan dengan minta di update 5 hari sekali parah,kebanyakan iklan update 5 parah,"['kebanyakan', 'iklan', 'update', '5', 'parah']",banyak iklan update 5 parah,negatif
Bermanfaat buat jobseeker,5,positif,bermanfaat buat jobseeker,bermanfaat jobseeker,"['bermanfaat', 'jobseeker']",manfaat jobseeker,positif
Udh ngirim ke 15 perusahaan ko blm ada yg nyantol 1 pun piye iki ??,4,positif,udh ngirim ke 15 perusahaan ko blm ada yg nyantol 1 pun piye iki ,udh ngirim 15 perusahaan ko blm yg nyantol 1 piye iki,"['udh', 'ngirim', '15', 'perusahaan', 'ko', 'blm', 'yg', 'nyantol', '1', 'piye', 'iki']",udh ngirim 15 usaha ko blm yg nyantol 1 piye iki,negatif
"semoga saya dan semua pihak mendukung, akan meraih kesuksesan selalu amin yarobbi......",5,positif,semoga saya dan semua pihak mendukung akan meraih kesuksesan selalu amin yarobbi,semoga mendukung meraih kesuksesan amin yarobbi,"['semoga', 'mendukung', 'meraih', 'kesuksesan', 'amin', 'yarobbi']",moga dukung raih sukses amin yarobbi,positif
"Saran aja nih buat admin Jobstreet, untuk perusahaan yang tidak terdaftar di Departemen Tenaga Kerja (Depnaker) mohon untuk dikeluarkan saja dari aplikasi ini dikarenakan cenderung menghubungi pelamar lewat WA bukan menelpon secara langsung, dan ketika didatangi ternyata perusahaannya hanya berupa ruko kecil dan nama PT nya pun hanya ditempel di pintu kaca nya",2,negatif,saran aja nih buat admin jobstreet untuk perusahaan yang tidak terdaftar di departemen tenaga kerja depnaker mohon untuk dikeluarkan saja dari aplikasi ini dikarenakan cenderung menghubungi pelamar lewat wa bukan menelpon secara langsung dan ketika didatangi ternyata perusahaannya hanya berupa ruko kecil dan nama pt nya pun hanya ditempel di pintu kaca nya,saran aja nih admin jobstreet perusahaan terdaftar departemen tenaga kerja depnaker mohon dikeluarkan aplikasi cenderung menghubungi pelamar wa menelpon langsung didatangi perusahaannya ruko nama pt nya ditempel pintu kaca nya,"['saran', 'aja', 'nih', 'admin', 'jobstreet', 'perusahaan', 'terdaftar', 'departemen', 'tenaga', 'kerja', 'depnaker', 'mohon', 'dikeluarkan', 'aplikasi', 'cenderung', 'menghubungi', 'pelamar', 'wa', 'menelpon', 'langsung', 'didatangi', 'perusahaannya', 'ruko', 'nama', 'pt', 'nya', 'ditempel', 'pintu', 'kaca', 'nya']",saran aja nih admin jobstreet usaha daftar departemen tenaga kerja depnaker mohon keluar aplikasi cenderung hubung lamar wa telpon langsung datang usaha ruko nama pt nya tempel pintu kaca nya,negatif
goodds,5,positif,goodds,goodds,['goodds'],goodds,positif
"Masih banyak loker palsu yang dicantumkan an. Anonim.. dan itu sangat merugikan pihak pencari kerja.. mohon untuk diperbaiki dan evaluasi lagi untuk yg mau dtampilkan. Ciri cirinya bisa direkrut yg hanya memiliki ktp saja, atau miniaml ijazah SMA dan usia max 45 tahun.. itu seringkali dihub via whatsapp dari lamaran cv yg kita cantumkan.. terimakasih",5,positif,masih banyak loker palsu yang dicantumkan an anonim dan itu sangat merugikan pihak pencari kerja mohon untuk diperbaiki dan evaluasi lagi untuk yg mau dtampilkan ciri cirinya bisa direkrut yg hanya memiliki ktp saja atau miniaml ijazah sma dan usia max 45 tahun itu seringkali dihub via whatsapp dari lamaran cv yg kita cantumkan terimakasih,loker palsu dicantumkan an anonim merugikan pencari kerja mohon diperbaiki evaluasi yg dtampilkan ciri cirinya direkrut yg memiliki ktp miniaml ijazah sma usia max 45 seringkali dihub via whatsapp lamaran cv yg cantumkan terimakasih,"['loker', 'palsu', 'dicantumkan', 'an', 'anonim', 'merugikan', 'pencari', 'kerja', 'mohon', 'diperbaiki', 'evaluasi', 'yg', 'dtampilkan', 'ciri', 'cirinya', 'direkrut', 'yg', 'memiliki', 'ktp', 'miniaml', 'ijazah', 'sma', 'usia', 'max', '45', 'seringkali', 'dihub', 'via', 'whatsapp', 'lamaran', 'cv', 'yg', 'cantumkan', 'terimakasih']",loker palsu cantum an anonim rugi cari kerja mohon baik evaluasi yg dtampilkan ciri ciri rekrut yg milik ktp miniaml ijazah sma usia max 45 seringkali dihub via whatsapp lamar cv yg cantum terimakasih,positif
Apk sampah kebanyakan loker nipu.,1,negatif,apk sampah kebanyakan loker nipu,apk sampah kebanyakan loker nipu,"['apk', 'sampah', 'kebanyakan', 'loker', 'nipu']",apk sampah banyak loker nipu,negatif
oke,5,positif,oke,oke,['oke'],oke,positif
"KALIAN JANGAN DOWNLOAD APK INI SIH,BANYAK BANGET LOKER PENIPUANNYA😭😭CARI YANG PASTI"" AJA KEK APK SEBELAH,HATI HATI BANYAK LOKER PENIPUANNYA,sad banget saya sudah jadi korbannya,gak bermaksud menjelek""an apk ini Tapi ini yang saya alamin sendiri,semoga gk ada korban lagi",1,negatif,kalian jangan download apk ini sihbanyak banget loker penipuannyacari yang pasti aja kek apk sebelahhati hati banyak loker penipuannyasad banget saya sudah jadi korbannyagak bermaksud menjelekan apk ini tapi ini yang saya alamin sendirisemoga gk ada korban lagi,download apk sihbanyak banget loker penipuannyacari aja kek apk sebelahhati hati loker penipuannyasad banget korbannyagak menjelekan apk alamin sendirisemoga gk korban,"['download', 'apk', 'sihbanyak', 'banget', 'loker', 'penipuannyacari', 'aja', 'kek', 'apk', 'sebelahhati', 'hati', 'loker', 'penipuannyasad', 'banget', 'korbannyagak', 'menjelekan', 'apk', 'alamin', 'sendirisemoga', 'gk', 'korban']",download apk sihbanyak banget loker penipuannyacari aja kek apk sebelahhati hati loker penipuannyasad banget korbannyagak jelek apk alamin sendirisemoga gk korban,negatif
Sdh di filter. Sudah lamar pekerjaan. Mau kembali malah ilang filternya.,1,negatif,sdh di filter sudah lamar pekerjaan mau kembali malah ilang filternya,sdh filter lamar pekerjaan ilang filternya,"['sdh', 'filter', 'lamar', 'pekerjaan', 'ilang', 'filternya']",sdh filter lamar kerja ilang filter,negatif
Dari 2009 nyari kerja di jobstret ga pernah dapet ini sbnrnya boongan atau beneran sih,1,negatif,dari 2009 nyari kerja di jobstret ga pernah dapet ini sbnrnya boongan atau beneran sih,2009 nyari kerja jobstret ga dapet sbnrnya boongan beneran sih,"['2009', 'nyari', 'kerja', 'jobstret', 'ga', 'dapet', 'sbnrnya', 'boongan', 'beneran', 'sih']",2009 nyari kerja jobstret ga dapet sbnrnya boongan beneran sih,negatif
"Cukup memuaskan tapi saya jarang sekali bahkan sulit mendapat kan panggilan interview dari aplikasi ini sangat disayang kan saya kecewa sekali terus untuk melamar dibatasi saya dapat panggilan PT atau perusahaan nya yg tidak jelas saya tidak mau kena tipu, TOLONG untuk alamat email agar bisa diubah atau diedit ke email lain karena saya ingin mengubah alamat emai kenapa tidak bisa diubah?!?!!",1,negatif,cukup memuaskan tapi saya jarang sekali bahkan sulit mendapat kan panggilan interview dari aplikasi ini sangat disayang kan saya kecewa sekali terus untuk melamar dibatasi saya dapat panggilan pt atau perusahaan nya yg tidak jelas saya tidak mau kena tipu tolong untuk alamat email agar bisa diubah atau diedit ke email lain karena saya ingin mengubah alamat emai kenapa tidak bisa diubah,memuaskan jarang sulit panggilan interview aplikasi disayang kecewa melamar dibatasi panggilan pt perusahaan nya yg kena tipu tolong alamat email diubah diedit email mengubah alamat emai diubah,"['memuaskan', 'jarang', 'sulit', 'panggilan', 'interview', 'aplikasi', 'disayang', 'kecewa', 'melamar', 'dibatasi', 'panggilan', 'pt', 'perusahaan', 'nya', 'yg', 'kena', 'tipu', 'tolong', 'alamat', 'email', 'diubah', 'diedit', 'email', 'mengubah', 'alamat', 'emai', 'diubah']",muas jarang sulit panggil interview aplikasi sayang kecewa lamar batas panggil pt usaha nya yg kena tipu tolong alamat email ubah edit email ubah alamat emai ubah,negatif
Keren,5,positif,keren,keren,['keren'],keren,positif
Aplikasinya bagus untuk memcari pekerjaan,5,positif,aplikasinya bagus untuk memcari pekerjaan,aplikasinya bagus memcari pekerjaan,"['aplikasinya', 'bagus', 'memcari', 'pekerjaan']",aplikasi bagus memcari kerja,positif
"Aplikasi terpercaya,mudah dipahami dan sangat membantu",5,positif,aplikasi terpercayamudah dipahami dan sangat membantu,aplikasi terpercayamudah dipahami membantu,"['aplikasi', 'terpercayamudah', 'dipahami', 'membantu']",aplikasi terpercayamudah paham bantu,positif
Ok,4,positif,ok,ok,['ok'],ok,positif
Bagus ...,5,positif,bagus ,bagus,['bagus'],bagus,positif
"Kekurangannya ga bisa filter progress lamaran kerja. Jadi harus dicari per lamaran untuk melihat sudah ada progress atau belum. Saran saya dibuatkan filter untuk per progress (sudah dilihat, tidak dilanjutkan/lanjut nya)",5,positif,kekurangannya ga bisa filter progress lamaran kerja jadi harus dicari per lamaran untuk melihat sudah ada progress atau belum saran saya dibuatkan filter untuk per progress sudah dilihat tidak dilanjutkanlanjut nya,kekurangannya ga filter progress lamaran kerja dicari lamaran progress saran dibuatkan filter progress dilanjutkanlanjut nya,"['kekurangannya', 'ga', 'filter', 'progress', 'lamaran', 'kerja', 'dicari', 'lamaran', 'progress', 'saran', 'dibuatkan', 'filter', 'progress', 'dilanjutkanlanjut', 'nya']",kurang ga filter progress lamar kerja cari lamar progress saran buat filter progress dilanjutkanlanjut nya,positif
Sangat membantu,5,positif,sangat membantu,membantu,['membantu'],bantu,positif
Bagusan apl yg lama cuy,4,positif,bagusan apl yg lama cuy,bagusan apl yg cuy,"['bagusan', 'apl', 'yg', 'cuy']",bagus apl yg cuy,positif
"Developer yang terhormat, Sejak di update dan uninstal aplikasi. Kemudian setelah instal kembali, saya tidak bisa login ke akun jobstreet, padahal jaringan internet saya stabil. Tapi kenapa loading terus ketika mau login. Tolong bantu saya login...",4,positif,developer yang terhormat sejak di update dan uninstal aplikasi kemudian setelah instal kembali saya tidak bisa login ke akun jobstreet padahal jaringan internet saya stabil tapi kenapa loading terus ketika mau login tolong bantu saya login,developer terhormat update uninstal aplikasi instal login akun jobstreet jaringan internet stabil loading login tolong bantu login,"['developer', 'terhormat', 'update', 'uninstal', 'aplikasi', 'instal', 'login', 'akun', 'jobstreet', 'jaringan', 'internet', 'stabil', 'loading', 'login', 'tolong', 'bantu', 'login']",developer hormat update uninstal aplikasi instal login akun jobstreet jaring internet stabil loading login tolong bantu login,negatif
Perfect,5,positif,perfect,perfect,['perfect'],perfect,positif
Kenapa selalu stuck di registrasi ya? Setiap masukin email sama pw ngestuck disitu ga bisa masuk ke apknya :(,1,negatif,kenapa selalu stuck di registrasi ya setiap masukin email sama pw ngestuck disitu ga bisa masuk ke apknya ,stuck registrasi ya masukin email pw ngestuck disitu ga masuk apknya,"['stuck', 'registrasi', 'ya', 'masukin', 'email', 'pw', 'ngestuck', 'disitu', 'ga', 'masuk', 'apknya']",stuck registrasi ya masukin email pw ngestuck situ ga masuk apknya,negatif
Mantap,5,positif,mantap,mantap,['mantap'],mantap,positif
"Yg kasih rating bagus bintang 5 itu hoak. Dgn kenyataan nya sy. Sudah senang "" di panggilan tes/interview tidak sesuai alamat PT nyatanya alamat kantornya ruko. Orang susah payah jauh jauh nekat sakin senang di panggil. Ujung"" UUD.",1,negatif,yg kasih rating bagus bintang 5 itu hoak dgn kenyataan nya sy sudah senang  di panggilan tesinterview tidak sesuai alamat pt nyatanya alamat kantornya ruko orang susah payah jauh jauh nekat sakin senang di panggil ujung uud,yg kasih rating bagus bintang 5 hoak dgn kenyataan nya sy senang panggilan tesinterview sesuai alamat pt alamat kantornya ruko orang susah payah nekat sakin senang panggil ujung uud,"['yg', 'kasih', 'rating', 'bagus', 'bintang', '5', 'hoak', 'dgn', 'kenyataan', 'nya', 'sy', 'senang', 'panggilan', 'tesinterview', 'sesuai', 'alamat', 'pt', 'alamat', 'kantornya', 'ruko', 'orang', 'susah', 'payah', 'nekat', 'sakin', 'senang', 'panggil', 'ujung', 'uud']",yg kasih rating bagus bintang 5 hoak dgn nyata nya sy senang panggil tesinterview sesuai alamat pt alamat kantor ruko orang susah payah nekat sakin senang panggil ujung uud,negatif
Memberikan info lowongan kerja yang sangat baik dengan adanya feedback sampai tahapan interview dan bisa diterima kerja.,5,positif,memberikan info lowongan kerja yang sangat baik dengan adanya feedback sampai tahapan interview dan bisa diterima kerja,info lowongan kerja feedback tahapan interview diterima kerja,"['info', 'lowongan', 'kerja', 'feedback', 'tahapan', 'interview', 'diterima', 'kerja']",info lowong kerja feedback tahap interview terima kerja,positif
"Hati hati untuk pengguna aplikasi ini jgn di unduh. Tidak benar. Hoak. Alamat dan tujuan tidak sesuai . Banyak oknum"" yg tidak benar. Orang niat kerja uang duluan . Mending bener mah . Jgn lah mengunduh apk ini",1,negatif,hati hati untuk pengguna aplikasi ini jgn di unduh tidak benar hoak alamat dan tujuan tidak sesuai  banyak oknum yg tidak benar orang niat kerja uang duluan  mending bener mah  jgn lah mengunduh apk ini,hati hati pengguna aplikasi jgn unduh hoak alamat tujuan sesuai oknum yg orang niat kerja uang duluan mending bener mah jgn mengunduh apk,"['hati', 'hati', 'pengguna', 'aplikasi', 'jgn', 'unduh', 'hoak', 'alamat', 'tujuan', 'sesuai', 'oknum', 'yg', 'orang', 'niat', 'kerja', 'uang', 'duluan', 'mending', 'bener', 'mah', 'jgn', 'mengunduh', 'apk']",hati hati guna aplikasi jgn unduh hoak alamat tuju sesuai oknum yg orang niat kerja uang duluan mending bener mah jgn unduh apk,negatif
"Aplikaisnya bagus, mudah juga cara penggunaanya tapi sudah banyak banget yang saya lamar satu pun belum pernah ada panggilan, semoga segra dapet panggilan kerja",4,positif,aplikaisnya bagus mudah juga cara penggunaanya tapi sudah banyak banget yang saya lamar satu pun belum pernah ada panggilan semoga segra dapet panggilan kerja,aplikaisnya bagus mudah penggunaanya banget lamar panggilan semoga segra dapet panggilan kerja,"['aplikaisnya', 'bagus', 'mudah', 'penggunaanya', 'banget', 'lamar', 'panggilan', 'semoga', 'segra', 'dapet', 'panggilan', 'kerja']",aplikaisnya bagus mudah penggunaanya banget lamar panggil moga segra dapet panggil kerja,positif
"Pembaharuan APK malah tidak ada keterangan apapun tentang perusahaan yg dilamar,seharuanya lebih di tingkatkan contoh lamaran di proses lebih lanjut atau tidak,sehingga si pelamar tidak terlalu berharap.",4,positif,pembaharuan apk malah tidak ada keterangan apapun tentang perusahaan yg dilamarseharuanya lebih di tingkatkan contoh lamaran di proses lebih lanjut atau tidaksehingga si pelamar tidak terlalu berharap,pembaharuan apk keterangan apapun perusahaan yg dilamarseharuanya tingkatkan contoh lamaran proses tidaksehingga si pelamar berharap,"['pembaharuan', 'apk', 'keterangan', 'apapun', 'perusahaan', 'yg', 'dilamarseharuanya', 'tingkatkan', 'contoh', 'lamaran', 'proses', 'tidaksehingga', 'si', 'pelamar', 'berharap']",baharu apk terang apa usaha yg dilamarseharuanya tingkat contoh lamar proses tidaksehingga si lamar harap,negatif
Rekom banget,5,positif,rekom banget,rekom banget,"['rekom', 'banget']",rekom banget,positif
"Keamanankurang nomer pribadi tersebar kemana""",1,negatif,keamanankurang nomer pribadi tersebar kemana,keamanankurang nomer pribadi tersebar kemana,"['keamanankurang', 'nomer', 'pribadi', 'tersebar', 'kemana']",keamanankurang nomer pribadi sebar mana,negatif
"Titip doa admin, supaya saya Mendapatkan pekerjaan yg luar biasa & Gaji di atas rata""..Amin🙏🙏",5,positif,titip doa admin supaya saya mendapatkan pekerjaan yg luar biasa  gaji di atas rataamin,titip doa admin pekerjaan yg gaji rataamin,"['titip', 'doa', 'admin', 'pekerjaan', 'yg', 'gaji', 'rataamin']",titip doa admin kerja yg gaji rataamin,positif
Nice,5,positif,nice,nice,['nice'],nice,positif
Aplikasi yang sangat bermanfaat membantu memudahkan mencari pekerjaan,5,positif,aplikasi yang sangat bermanfaat membantu memudahkan mencari pekerjaan,aplikasi bermanfaat membantu memudahkan mencari pekerjaan,"['aplikasi', 'bermanfaat', 'membantu', 'memudahkan', 'mencari', 'pekerjaan']",aplikasi manfaat bantu mudah cari kerja,positif
"Saya lebih suka jobstreet versi sebelumnya, dimana bila kita masukin lamaran di suatu perusahaan, dan si rekruter tertarik dgn profil kita, lalu tertera keterangan jika profil sudah dilihat ke x1, x2 dst. Itu tanda kita bisa saja akan di hubungi oleh si rekruter. Atau si rektuter tidak cocok dgn profil kita. Daripada yg versi sekarang cuman keterangan sudah dilihat aja, ga ada keterangan di lihat xxx. Nah ini kekurangan versi sekrang menurut saya. Mungkin versi berikut fitur ini dimasukin lagi",4,positif,saya lebih suka jobstreet versi sebelumnya dimana bila kita masukin lamaran di suatu perusahaan dan si rekruter tertarik dgn profil kita lalu tertera keterangan jika profil sudah dilihat ke x1 x2 dst itu tanda kita bisa saja akan di hubungi oleh si rekruter atau si rektuter tidak cocok dgn profil kita daripada yg versi sekarang cuman keterangan sudah dilihat aja ga ada keterangan di lihat xxx nah ini kekurangan versi sekrang menurut saya mungkin versi berikut fitur ini dimasukin lagi,suka jobstreet versi dimana masukin lamaran perusahaan si rekruter tertarik dgn profil tertera keterangan profil x1 x2 dst tanda hubungi si rekruter si rektuter cocok dgn profil yg versi cuman keterangan aja ga keterangan lihat xxx kekurangan versi sekrang versi fitur dimasukin,"['suka', 'jobstreet', 'versi', 'dimana', 'masukin', 'lamaran', 'perusahaan', 'si', 'rekruter', 'tertarik', 'dgn', 'profil', 'tertera', 'keterangan', 'profil', 'x1', 'x2', 'dst', 'tanda', 'hubungi', 'si', 'rekruter', 'si', 'rektuter', 'cocok', 'dgn', 'profil', 'yg', 'versi', 'cuman', 'keterangan', 'aja', 'ga', 'keterangan', 'lihat', 'xxx', 'kekurangan', 'versi', 'sekrang', 'versi', 'fitur', 'dimasukin']",suka jobstreet versi mana masukin lamar usaha si rekruter tarik dgn profil tera terang profil x1 x2 dst tanda hubung si rekruter si rektuter cocok dgn profil yg versi cuman terang aja ga terang lihat xxx kurang versi sekrang versi fitur dimasukin,negatif
Lumayan,5,positif,lumayan,lumayan,['lumayan'],lumayan,positif
Membantu mencari kerja,5,positif,membantu mencari kerja,membantu mencari kerja,"['membantu', 'mencari', 'kerja']",bantu cari kerja,positif
Waktu nya kerja,5,positif,waktu nya kerja,nya kerja,"['nya', 'kerja']",nya kerja,positif
"Aplikasi tidak jelas...! Bagusan Aplikasi JOB GLIENT. Banyak lamaran Kerja yang Rekomended banget, tapi setiap kali kita mengirim Lamaran kerja, tidak satu pun yang mendapat Respon. Saya sudah mengirim puluhan Lamaran Kerja, tapi tidak ada respon sama sekali..😡",1,negatif,aplikasi tidak jelas bagusan aplikasi job glient banyak lamaran kerja yang rekomended banget tapi setiap kali kita mengirim lamaran kerja tidak satu pun yang mendapat respon saya sudah mengirim puluhan lamaran kerja tapi tidak ada respon sama sekali,aplikasi bagusan aplikasi job glient lamaran kerja rekomended banget kali mengirim lamaran kerja respon mengirim puluhan lamaran kerja respon,"['aplikasi', 'bagusan', 'aplikasi', 'job', 'glient', 'lamaran', 'kerja', 'rekomended', 'banget', 'kali', 'mengirim', 'lamaran', 'kerja', 'respon', 'mengirim', 'puluhan', 'lamaran', 'kerja', 'respon']",aplikasi bagus aplikasi job glient lamar kerja rekomended banget kali kirim lamar kerja respon kirim puluh lamar kerja respon,positif
Kebanyakan loker ga jelas.,2,negatif,kebanyakan loker ga jelas,kebanyakan loker ga,"['kebanyakan', 'loker', 'ga']",banyak loker ga,negatif
"App sudah bagus, tinggal di perbaiki lagi untuk pencarian dikota/kab tertentu. Saran kl loker yg sudah closed/tutup tolong konfirmasi ke perusahaan untuk segera ditake out.",5,positif,app sudah bagus tinggal di perbaiki lagi untuk pencarian dikotakab tertentu saran kl loker yg sudah closedtutup tolong konfirmasi ke perusahaan untuk segera ditake out,app bagus tinggal perbaiki pencarian dikotakab saran kl loker yg closedtutup tolong konfirmasi perusahaan ditake out,"['app', 'bagus', 'tinggal', 'perbaiki', 'pencarian', 'dikotakab', 'saran', 'kl', 'loker', 'yg', 'closedtutup', 'tolong', 'konfirmasi', 'perusahaan', 'ditake', 'out']",app bagus tinggal baik cari dikotakab saran kl loker yg closedtutup tolong konfirmasi usaha ditake out,positif
Sangat membantu dan info yang diberikan terpercaya,5,positif,sangat membantu dan info yang diberikan terpercaya,membantu info terpercaya,"['membantu', 'info', 'terpercaya']",bantu info percaya,positif
Ini informasi loker nya valid ga si min? Serius nanya,4,positif,ini informasi loker nya valid ga si min serius nanya,informasi loker nya valid ga si min serius nanya,"['informasi', 'loker', 'nya', 'valid', 'ga', 'si', 'min', 'serius', 'nanya']",informasi loker nya valid ga si min serius nanya,positif
Aplikasi pencari pekerjaan sangat bagus Pernah dpt kerja dr aplikasi ini,5,positif,aplikasi pencari pekerjaan sangat bagus pernah dpt kerja dr aplikasi ini,aplikasi pencari pekerjaan bagus dpt kerja dr aplikasi,"['aplikasi', 'pencari', 'pekerjaan', 'bagus', 'dpt', 'kerja', 'dr', 'aplikasi']",aplikasi cari kerja bagus dpt kerja dr aplikasi,positif
Memudahkan mencari dan melamar pekerjaan,5,positif,memudahkan mencari dan melamar pekerjaan,memudahkan mencari melamar pekerjaan,"['memudahkan', 'mencari', 'melamar', 'pekerjaan']",mudah cari lamar kerja,positif
Pengalaman ternak ayam telor,1,negatif,pengalaman ternak ayam telor,pengalaman ternak ayam telor,"['pengalaman', 'ternak', 'ayam', 'telor']",alam ternak ayam telor,positif
Thank you,5,positif,thank you,thank you,"['thank', 'you']",thank you,positif
Butuh kesabaran klo masuk,4,positif,butuh kesabaran klo masuk,butuh kesabaran klo masuk,"['butuh', 'kesabaran', 'klo', 'masuk']",butuh sabar klo masuk,positif
Bagusss apk nya..saya mendapatkan pekerjaan di apk ini,5,positif,bagusss apk nyasaya mendapatkan pekerjaan di apk ini,bagusss apk nyasaya pekerjaan apk,"['bagusss', 'apk', 'nyasaya', 'pekerjaan', 'apk']",bagusss apk nyasaya kerja apk,positif
Sangat membantu untuk mencari loker di jobstteet,5,positif,sangat membantu untuk mencari loker di jobstteet,membantu mencari loker jobstteet,"['membantu', 'mencari', 'loker', 'jobstteet']",bantu cari loker jobstteet,positif
Melamar kerja nya ribet.,1,negatif,melamar kerja nya ribet,melamar kerja nya ribet,"['melamar', 'kerja', 'nya', 'ribet']",lamar kerja nya ribet,negatif
