userName,score,at,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed
Pengguna Google,1,2024-05-23 05:21:48,Filter daerah nya ga berguna,filter daerah nya ga berguna,filter daerah nya ga berguna,"['filter', 'daerah', 'nya', 'ga', 'berguna']",filter daerah nya ga guna
Pengguna Google,4,2024-05-22 23:19:59,Kurang lokernya,kurang lokernya,lokernya,['lokernya'],lokernya
Pengguna Google,2,2024-05-22 15:57:31,"Aplikasinya bagus & lengkap, pernah dapat kerjaan dr sini juga. Tapi lebih suka tampilan yg lama dulu sebelum diperbaharui, lebih cepat & bisa ngintip jumlah pelamar. Aplikasi yg baru juga tidak bisa melihat profil perusahaan & lowongan kerja apa saja yg diberikan perusahaan. Aplikasi yg terbaru malah sering error, padahal koneksi internet bagus. Satu lagi, semenjak memasukkan lamaran di jobstreet, kenapa jadi banyak telpon & WA masuk dr penipu ya?",aplikasinya bagus  lengkap pernah dapat kerjaan dr sini juga tapi lebih suka tampilan yg lama dulu sebelum diperbaharui lebih cepat  bisa ngintip jumlah pelamar aplikasi yg baru juga tidak bisa melihat profil perusahaan  lowongan kerja apa saja yg diberikan perusahaan aplikasi yg terbaru malah sering error padahal koneksi internet bagus satu lagi semenjak memasukkan lamaran di jobstreet kenapa jadi banyak telpon  wa masuk dr penipu ya,aplikasinya bagus lengkap kerjaan dr suka tampilan yg diperbaharui cepat ngintip pelamar aplikasi yg profil perusahaan lowongan kerja yg perusahaan aplikasi yg terbaru error koneksi internet bagus semenjak memasukkan lamaran jobstreet telpon wa masuk dr penipu ya,"['aplikasinya', 'bagus', 'lengkap', 'kerjaan', 'dr', 'suka', 'tampilan', 'yg', 'diperbaharui', 'cepat', 'ngintip', 'pelamar', 'aplikasi', 'yg', 'profil', 'perusahaan', 'lowongan', 'kerja', 'yg', 'perusahaan', 'aplikasi', 'yg', 'terbaru', 'error', 'koneksi', 'internet', 'bagus', 'semenjak', 'memasukkan', 'lamaran', 'jobstreet', 'telpon', 'wa', 'masuk', 'dr', 'penipu', 'ya']",aplikasi bagus lengkap kerja dr suka tampil yg baharu cepat ngintip lamar aplikasi yg profil usaha lowong kerja yg usaha aplikasi yg baru error koneksi internet bagus semenjak masuk lamar jobstreet telpon wa masuk dr tipu ya
Pengguna Google,5,2024-05-22 15:50:41,Good,good,good,['good'],good
Pengguna Google,1,2024-05-22 12:14:49,gk bisa login,gk bisa login,gk login,"['gk', 'login']",gk login
Pengguna Google,1,2024-05-22 11:34:02,Udh 5 bln applay cv g ad yg dipanggil...nih aplikasu bnran apa bohongan,udh 5 bln applay cv g ad yg dipanggilnih aplikasu bnran apa bohongan,udh 5 bln applay cv g ad yg dipanggilnih aplikasu bnran bohongan,"['udh', '5', 'bln', 'applay', 'cv', 'g', 'ad', 'yg', 'dipanggilnih', 'aplikasu', 'bnran', 'bohongan']",udh 5 bln applay cv g ad yg dipanggilnih aplikasu bnran bohong
Pengguna Google,1,2024-05-22 10:17:02,"Filter Search Job nya tolong diperbaiki, sangat tidak relevan dengan apa yang dicari!",filter search job nya tolong diperbaiki sangat tidak relevan dengan apa yang dicari,filter search job nya tolong diperbaiki relevan dicari,"['filter', 'search', 'job', 'nya', 'tolong', 'diperbaiki', 'relevan', 'dicari']",filter search job nya tolong baik relevan cari
Pengguna Google,5,2024-05-22 08:46:17,bagus aplikasi ini sangat membantu untuk mencari pekerjaan,bagus aplikasi ini sangat membantu untuk mencari pekerjaan,bagus aplikasi membantu mencari pekerjaan,"['bagus', 'aplikasi', 'membantu', 'mencari', 'pekerjaan']",bagus aplikasi bantu cari kerja
Pengguna Google,3,2024-05-22 08:36:18,"Aplikasinya bagus, tgl 21 mei 2024 saya diminta untuk mengisi survei oleh situs ini dengan hadiah gopay Rp.100.000 setelah selesai & diharuskan menginstal apk participate, tapi kenapa saldo gopay saya tidak bertambah ya setelah saya mengikuti survei jobstreet hingga selesai ?",aplikasinya bagus tgl 21 mei 2024 saya diminta untuk mengisi survei oleh situs ini dengan hadiah gopay rp100000 setelah selesai  diharuskan menginstal apk participate tapi kenapa saldo gopay saya tidak bertambah ya setelah saya mengikuti survei jobstreet hingga selesai ,aplikasinya bagus tgl 21 mei 2024 mengisi survei situs hadiah gopay rp100000 selesai diharuskan menginstal apk participate saldo gopay bertambah ya mengikuti survei jobstreet selesai,"['aplikasinya', 'bagus', 'tgl', '21', 'mei', '2024', 'mengisi', 'survei', 'situs', 'hadiah', 'gopay', 'rp100000', 'selesai', 'diharuskan', 'menginstal', 'apk', 'participate', 'saldo', 'gopay', 'bertambah', 'ya', 'mengikuti', 'survei', 'jobstreet', 'selesai']",aplikasi bagus tgl 21 mei 2024 isi survei situs hadiah gopay rp100000 selesai harus menginstal apk participate saldo gopay tambah ya ikut survei jobstreet selesai
Pengguna Google,5,2024-05-22 07:54:17,Good,good,good,['good'],good
Pengguna Google,1,2024-05-22 01:08:35,PT sampah semua isi nya yg iseng-iseng cari karyawam murah,pt sampah semua isi nya yg isengiseng cari karyawam murah,pt sampah isi nya yg isengiseng cari karyawam murah,"['pt', 'sampah', 'isi', 'nya', 'yg', 'isengiseng', 'cari', 'karyawam', 'murah']",pt sampah isi nya yg isengiseng cari karyawam murah
Pengguna Google,2,2024-05-21 23:09:52,Banyak Loker Bodong Panggilan Kerja palssu,banyak loker bodong panggilan kerja palssu,loker bodong panggilan kerja palssu,"['loker', 'bodong', 'panggilan', 'kerja', 'palssu']",loker bodong panggil kerja palssu
Pengguna Google,5,2024-05-21 17:32:03,Bagus jadi banyak tahu tentang lowongan pekerjaan,bagus jadi banyak tahu tentang lowongan pekerjaan,bagus lowongan pekerjaan,"['bagus', 'lowongan', 'pekerjaan']",bagus lowong kerja
Pengguna Google,1,2024-05-21 16:10:27,Tidak bisa login pake email yg lama,tidak bisa login pake email yg lama,login pake email yg,"['login', 'pake', 'email', 'yg']",login pake email yg
Pengguna Google,1,2024-05-21 12:15:27,"Aplikasi gajelas,dalam perbaikan mulu",aplikasi gajelasdalam perbaikan mulu,aplikasi gajelasdalam perbaikan mulu,"['aplikasi', 'gajelasdalam', 'perbaikan', 'mulu']",aplikasi gajelasdalam baik mulu
Pengguna Google,5,2024-05-21 10:09:30,"Sangat membantu, thanks jobstreet",sangat membantu thanks jobstreet,membantu thanks jobstreet,"['membantu', 'thanks', 'jobstreet']",bantu thanks jobstreet
Pengguna Google,3,2024-05-21 09:51:57,Memperbaiki aplikasi lama sekaliiiii,memperbaiki aplikasi lama sekaliiiii,memperbaiki aplikasi sekaliiiii,"['memperbaiki', 'aplikasi', 'sekaliiiii']",baik aplikasi sekaliiiii
Pengguna Google,2,2024-05-21 07:47:25,Lamar di jobstreet seperti lamar di linkedin wkwkwk. Susah bgt dpt panggilan kerja drisini. Status juga tidak ada progressnya sudah smpe mana. Apk tidak rekomended buat para pencari kerja.,lamar di jobstreet seperti lamar di linkedin wkwkwk susah bgt dpt panggilan kerja drisini status juga tidak ada progressnya sudah smpe mana apk tidak rekomended buat para pencari kerja,lamar jobstreet lamar linkedin wkwkwk susah bgt dpt panggilan kerja drisini status progressnya smpe apk rekomended pencari kerja,"['lamar', 'jobstreet', 'lamar', 'linkedin', 'wkwkwk', 'susah', 'bgt', 'dpt', 'panggilan', 'kerja', 'drisini', 'status', 'progressnya', 'smpe', 'apk', 'rekomended', 'pencari', 'kerja']",lamar jobstreet lamar linkedin wkwkwk susah bgt dpt panggil kerja drisini status progressnya smpe apk rekomended cari kerja
Pengguna Google,1,2024-05-20 12:57:25,kalo gak tutup kada luarsa,kalo gak tutup kada luarsa,kalo gak tutup kada luarsa,"['kalo', 'gak', 'tutup', 'kada', 'luarsa']",kalo gak tutup kada luarsa
Pengguna Google,5,2024-05-20 11:49:07,Saya kasi bintang 5 buat anda yg punya kreatifitas membuat aplikasi ini.. Masi baru donlud..semoga berhasil mendapatkan pekerjaan lewat aplikasi ini,saya kasi bintang 5 buat anda yg punya kreatifitas membuat aplikasi ini masi baru donludsemoga berhasil mendapatkan pekerjaan lewat aplikasi ini,kasi bintang 5 yg kreatifitas aplikasi masi donludsemoga berhasil pekerjaan aplikasi,"['kasi', 'bintang', '5', 'yg', 'kreatifitas', 'aplikasi', 'masi', 'donludsemoga', 'berhasil', 'pekerjaan', 'aplikasi']",kasi bintang 5 yg kreatifitas aplikasi mas donludsemoga hasil kerja aplikasi
Pengguna Google,5,2024-05-20 10:45:38,"Leader qc,chip qc,leader qc inline",leader qcchip qcleader qc inline,leader qcchip qcleader qc inline,"['leader', 'qcchip', 'qcleader', 'qc', 'inline']",leader qcchip qcleader qc inline
Pengguna Google,1,2024-05-20 09:53:52,Udah 2 tahun ngirim² lamaran mungkin hampir 100 apply gak ada yg nyangkut satupun 😂,udah 2 tahun ngirim lamaran mungkin hampir 100 apply gak ada yg nyangkut satupun ,udah 2 ngirim lamaran 100 apply gak yg nyangkut satupun,"['udah', '2', 'ngirim', 'lamaran', '100', 'apply', 'gak', 'yg', 'nyangkut', 'satupun']",udah 2 ngirim lamar 100 apply gak yg nyangkut satu
Pengguna Google,2,2024-05-19 21:01:22,"Kenapa tidak dapat instal ya, tertulis aplikasi tidak dapat di instal, gemana ya min?",kenapa tidak dapat instal ya tertulis aplikasi tidak dapat di instal gemana ya min,instal ya tertulis aplikasi instal gemana ya min,"['instal', 'ya', 'tertulis', 'aplikasi', 'instal', 'gemana', 'ya', 'min']",instal ya tulis aplikasi instal gana ya min
Pengguna Google,5,2024-05-19 13:07:42,Mantap lah,mantap lah,mantap,['mantap'],mantap
Pengguna Google,5,2024-05-19 11:08:49,"Para pencari kerja yang terhormat. Ini aplikasi penyedia lowongan kerja. Bila memang menemui lowongan kerja penipuan/bermasalah cukup buat laporan pada aplikasi. Bila lamaran anda belum ada panggilan, jangan patah semangat & tetap lamar sana sini. Peluang memang kecil, tapi kalo sudah rezekimu ya tidak akan tertukar. Cukup sekian kata-kata hari ini, memang ulasan berkedok tausiyah.",para pencari kerja yang terhormat ini aplikasi penyedia lowongan kerja bila memang menemui lowongan kerja penipuanbermasalah cukup buat laporan pada aplikasi bila lamaran anda belum ada panggilan jangan patah semangat  tetap lamar sana sini peluang memang kecil tapi kalo sudah rezekimu ya tidak akan tertukar cukup sekian katakata hari ini memang ulasan berkedok tausiyah,pencari kerja terhormat aplikasi penyedia lowongan kerja menemui lowongan kerja penipuanbermasalah laporan aplikasi lamaran panggilan patah semangat lamar peluang kalo rezekimu ya tertukar sekian katakata ulasan berkedok tausiyah,"['pencari', 'kerja', 'terhormat', 'aplikasi', 'penyedia', 'lowongan', 'kerja', 'menemui', 'lowongan', 'kerja', 'penipuanbermasalah', 'laporan', 'aplikasi', 'lamaran', 'panggilan', 'patah', 'semangat', 'lamar', 'peluang', 'kalo', 'rezekimu', 'ya', 'tertukar', 'sekian', 'katakata', 'ulasan', 'berkedok', 'tausiyah']",cari kerja hormat aplikasi sedia lowong kerja temu lowong kerja penipuanbermasalah lapor aplikasi lamar panggil patah semangat lamar peluang kalo rezeki ya tukar sekian katakata ulas kedok tausiyah
Pengguna Google,4,2024-05-19 09:36:10,"Aplikasinya bagus, hanya sering error dan lama proses penangannya, tolong lebih di percepat lagi maintenance nya Sampai saat ini masih blm bisa dibuka aplikasinya, Sudah diperbaiki,",aplikasinya bagus hanya sering error dan lama proses penangannya tolong lebih di percepat lagi maintenance nya sampai saat ini masih blm bisa dibuka aplikasinya sudah diperbaiki,aplikasinya bagus error proses penangannya tolong percepat maintenance nya blm dibuka aplikasinya diperbaiki,"['aplikasinya', 'bagus', 'error', 'proses', 'penangannya', 'tolong', 'percepat', 'maintenance', 'nya', 'blm', 'dibuka', 'aplikasinya', 'diperbaiki']",aplikasi bagus error proses nang tolong cepat maintenance nya blm buka aplikasi baik
Pengguna Google,1,2024-05-19 00:20:44,Ga jelas banget appnya. Login ga bisa2 mulu euy mending buka pake web dah. Sorry gw delete lagi. App ga guna,ga jelas banget appnya login ga bisa2 mulu euy mending buka pake web dah sorry gw delete lagi app ga guna,ga banget appnya login ga bisa2 mulu euy mending buka pake web dah sorry gw delete app ga,"['ga', 'banget', 'appnya', 'login', 'ga', 'bisa2', 'mulu', 'euy', 'mending', 'buka', 'pake', 'web', 'dah', 'sorry', 'gw', 'delete', 'app', 'ga']",ga banget appnya login ga bisa2 mulu euy mending buka pake web dah sorry gw delete app ga
Pengguna Google,5,2024-05-18 17:59:30,Nice,nice,nice,['nice'],nice
Pengguna Google,5,2024-05-18 14:00:21,"Saya pengalaman dari PT Dewasutratex, PT Ramaputratex,PT warna indah samajaya, PT Ramatex, PT DJatatex, PTHeksatex Indah, PT Budi agung sentosa. Selama kerja saya di bagian Dyeing /Finishing.",saya pengalaman dari pt dewasutratex pt ramaputratexpt warna indah samajaya pt ramatex pt djatatex ptheksatex indah pt budi agung sentosa selama kerja saya di bagian dyeing finishing,pengalaman pt dewasutratex pt ramaputratexpt warna indah samajaya pt ramatex pt djatatex ptheksatex indah pt budi agung sentosa kerja dyeing finishing,"['pengalaman', 'pt', 'dewasutratex', 'pt', 'ramaputratexpt', 'warna', 'indah', 'samajaya', 'pt', 'ramatex', 'pt', 'djatatex', 'ptheksatex', 'indah', 'pt', 'budi', 'agung', 'sentosa', 'kerja', 'dyeing', 'finishing']",alam pt dewasutratex pt ramaputratexpt warna indah samajaya pt ramatex pt djatatex ptheksatex indah pt budi agung sentosa kerja dyeing finishing
Pengguna Google,5,2024-05-18 12:27:10,Smga bisa membantu,smga bisa membantu,smga membantu,"['smga', 'membantu']",smga bantu
Pengguna Google,1,2024-05-18 06:22:25,Aplikasi loker penipu,aplikasi loker penipu,aplikasi loker penipu,"['aplikasi', 'loker', 'penipu']",aplikasi loker tipu
Pengguna Google,4,2024-05-17 19:54:12,Ko gbisa di instal ya pdhal udh download?,ko gbisa di instal ya pdhal udh download,ko gbisa instal ya pdhal udh download,"['ko', 'gbisa', 'instal', 'ya', 'pdhal', 'udh', 'download']",ko gbisa instal ya pdhal udh download
Pengguna Google,5,2024-05-17 17:22:23,"aplikasinya bagus, simple & mudah buat cari kerja dari pertama kali lulus kuliah th 2013 sampai sekarang lewat aplikasi ini selain lewat linked*n.",aplikasinya bagus simple  mudah buat cari kerja dari pertama kali lulus kuliah th 2013 sampai sekarang lewat aplikasi ini selain lewat linkedn,aplikasinya bagus simple mudah cari kerja kali lulus kuliah th 2013 aplikasi linkedn,"['aplikasinya', 'bagus', 'simple', 'mudah', 'cari', 'kerja', 'kali', 'lulus', 'kuliah', 'th', '2013', 'aplikasi', 'linkedn']",aplikasi bagus simple mudah cari kerja kali lulus kuliah th 2013 aplikasi linkedn
Pengguna Google,1,2024-05-17 15:04:58,"Saya lebih suka jobstreet yang dulu daripada sekarang, karena versi sekarang terlalu gamblang jika CV sudah di lihat lalu kemudian ada notif kemungkinan tidak dilanjutkan, menurut saya cukup di pemberitahuan notif di lihat saja untuk urusan dilanjutkan atau tidak lebih baik tidak usah ada. Semoga bisa diubah kembali thanks",saya lebih suka jobstreet yang dulu daripada sekarang karena versi sekarang terlalu gamblang jika cv sudah di lihat lalu kemudian ada notif kemungkinan tidak dilanjutkan menurut saya cukup di pemberitahuan notif di lihat saja untuk urusan dilanjutkan atau tidak lebih baik tidak usah ada semoga bisa diubah kembali thanks,suka jobstreet versi gamblang cv lihat notif dilanjutkan pemberitahuan notif lihat urusan dilanjutkan semoga diubah thanks,"['suka', 'jobstreet', 'versi', 'gamblang', 'cv', 'lihat', 'notif', 'dilanjutkan', 'pemberitahuan', 'notif', 'lihat', 'urusan', 'dilanjutkan', 'semoga', 'diubah', 'thanks']",suka jobstreet versi gamblang cv lihat notif lanjut pemberitahuan notif lihat urus lanjut moga ubah thanks
Pengguna Google,1,2024-05-17 12:04:23,"demi apapun ini APK GA BERGUNA, SPAM EMAIL doang",demi apapun ini apk ga berguna spam email doang,apapun apk ga berguna spam email doang,"['apapun', 'apk', 'ga', 'berguna', 'spam', 'email', 'doang']",apa apk ga guna spam email doang
Pengguna Google,1,2024-05-17 10:24:44,"Loker sampah semua isinya, tidak jelas..yg menipu pun ada, gila gak tu.",loker sampah semua isinya tidak jelasyg menipu pun ada gila gak tu,loker sampah isinya jelasyg menipu gila gak tu,"['loker', 'sampah', 'isinya', 'jelasyg', 'menipu', 'gila', 'gak', 'tu']",loker sampah isi jelasyg tipu gila gak tu
Pengguna Google,5,2024-05-17 05:47:53,Good ..banyak panggilan wawancara,good banyak panggilan wawancara,good panggilan wawancara,"['good', 'panggilan', 'wawancara']",good panggil wawancara
Pengguna Google,1,2024-05-16 22:23:24,Kebanyakan iklan dengan minta di update 5 hari sekali parah,kebanyakan iklan dengan minta di update 5 hari sekali parah,kebanyakan iklan update 5 parah,"['kebanyakan', 'iklan', 'update', '5', 'parah']",banyak iklan update 5 parah
Pengguna Google,5,2024-05-16 18:16:42,Bermanfaat buat jobseeker,bermanfaat buat jobseeker,bermanfaat jobseeker,"['bermanfaat', 'jobseeker']",manfaat jobseeker
Pengguna Google,4,2024-05-16 17:16:21,Udh ngirim ke 15 perusahaan ko blm ada yg nyantol 1 pun piye iki ??,udh ngirim ke 15 perusahaan ko blm ada yg nyantol 1 pun piye iki ,udh ngirim 15 perusahaan ko blm yg nyantol 1 piye iki,"['udh', 'ngirim', '15', 'perusahaan', 'ko', 'blm', 'yg', 'nyantol', '1', 'piye', 'iki']",udh ngirim 15 usaha ko blm yg nyantol 1 piye iki
Pengguna Google,5,2024-05-16 16:53:44,"semoga saya dan semua pihak mendukung, akan meraih kesuksesan selalu amin yarobbi......",semoga saya dan semua pihak mendukung akan meraih kesuksesan selalu amin yarobbi,semoga mendukung meraih kesuksesan amin yarobbi,"['semoga', 'mendukung', 'meraih', 'kesuksesan', 'amin', 'yarobbi']",moga dukung raih sukses amin yarobbi
Pengguna Google,2,2024-05-16 11:34:29,"Saran aja nih buat admin Jobstreet, untuk perusahaan yang tidak terdaftar di Departemen Tenaga Kerja (Depnaker) mohon untuk dikeluarkan saja dari aplikasi ini dikarenakan cenderung menghubungi pelamar lewat WA bukan menelpon secara langsung, dan ketika didatangi ternyata perusahaannya hanya berupa ruko kecil dan nama PT nya pun hanya ditempel di pintu kaca nya",saran aja nih buat admin jobstreet untuk perusahaan yang tidak terdaftar di departemen tenaga kerja depnaker mohon untuk dikeluarkan saja dari aplikasi ini dikarenakan cenderung menghubungi pelamar lewat wa bukan menelpon secara langsung dan ketika didatangi ternyata perusahaannya hanya berupa ruko kecil dan nama pt nya pun hanya ditempel di pintu kaca nya,saran aja nih admin jobstreet perusahaan terdaftar departemen tenaga kerja depnaker mohon dikeluarkan aplikasi cenderung menghubungi pelamar wa menelpon langsung didatangi perusahaannya ruko nama pt nya ditempel pintu kaca nya,"['saran', 'aja', 'nih', 'admin', 'jobstreet', 'perusahaan', 'terdaftar', 'departemen', 'tenaga', 'kerja', 'depnaker', 'mohon', 'dikeluarkan', 'aplikasi', 'cenderung', 'menghubungi', 'pelamar', 'wa', 'menelpon', 'langsung', 'didatangi', 'perusahaannya', 'ruko', 'nama', 'pt', 'nya', 'ditempel', 'pintu', 'kaca', 'nya']",saran aja nih admin jobstreet usaha daftar departemen tenaga kerja depnaker mohon keluar aplikasi cenderung hubung lamar wa telpon langsung datang usaha ruko nama pt nya tempel pintu kaca nya
Pengguna Google,5,2024-05-16 09:55:53,goodds,goodds,goodds,['goodds'],goodds
Pengguna Google,5,2024-05-16 05:47:06,"Masih banyak loker palsu yang dicantumkan an. Anonim.. dan itu sangat merugikan pihak pencari kerja.. mohon untuk diperbaiki dan evaluasi lagi untuk yg mau dtampilkan. Ciri cirinya bisa direkrut yg hanya memiliki ktp saja, atau miniaml ijazah SMA dan usia max 45 tahun.. itu seringkali dihub via whatsapp dari lamaran cv yg kita cantumkan.. terimakasih",masih banyak loker palsu yang dicantumkan an anonim dan itu sangat merugikan pihak pencari kerja mohon untuk diperbaiki dan evaluasi lagi untuk yg mau dtampilkan ciri cirinya bisa direkrut yg hanya memiliki ktp saja atau miniaml ijazah sma dan usia max 45 tahun itu seringkali dihub via whatsapp dari lamaran cv yg kita cantumkan terimakasih,loker palsu dicantumkan an anonim merugikan pencari kerja mohon diperbaiki evaluasi yg dtampilkan ciri cirinya direkrut yg memiliki ktp miniaml ijazah sma usia max 45 seringkali dihub via whatsapp lamaran cv yg cantumkan terimakasih,"['loker', 'palsu', 'dicantumkan', 'an', 'anonim', 'merugikan', 'pencari', 'kerja', 'mohon', 'diperbaiki', 'evaluasi', 'yg', 'dtampilkan', 'ciri', 'cirinya', 'direkrut', 'yg', 'memiliki', 'ktp', 'miniaml', 'ijazah', 'sma', 'usia', 'max', '45', 'seringkali', 'dihub', 'via', 'whatsapp', 'lamaran', 'cv', 'yg', 'cantumkan', 'terimakasih']",loker palsu cantum an anonim rugi cari kerja mohon baik evaluasi yg dtampilkan ciri ciri rekrut yg milik ktp miniaml ijazah sma usia max 45 seringkali dihub via whatsapp lamar cv yg cantum terimakasih
Pengguna Google,1,2024-05-15 19:01:09,Apk sampah kebanyakan loker nipu.,apk sampah kebanyakan loker nipu,apk sampah kebanyakan loker nipu,"['apk', 'sampah', 'kebanyakan', 'loker', 'nipu']",apk sampah banyak loker nipu
Pengguna Google,5,2024-05-15 18:55:05,oke,oke,oke,['oke'],oke
Pengguna Google,1,2024-05-15 13:31:45,"KALIAN JANGAN DOWNLOAD APK INI SIH,BANYAK BANGET LOKER PENIPUANNYA😭😭CARI YANG PASTI"" AJA KEK APK SEBELAH,HATI HATI BANYAK LOKER PENIPUANNYA,sad banget saya sudah jadi korbannya,gak bermaksud menjelek""an apk ini Tapi ini yang saya alamin sendiri,semoga gk ada korban lagi",kalian jangan download apk ini sihbanyak banget loker penipuannyacari yang pasti aja kek apk sebelahhati hati banyak loker penipuannyasad banget saya sudah jadi korbannyagak bermaksud menjelekan apk ini tapi ini yang saya alamin sendirisemoga gk ada korban lagi,download apk sihbanyak banget loker penipuannyacari aja kek apk sebelahhati hati loker penipuannyasad banget korbannyagak menjelekan apk alamin sendirisemoga gk korban,"['download', 'apk', 'sihbanyak', 'banget', 'loker', 'penipuannyacari', 'aja', 'kek', 'apk', 'sebelahhati', 'hati', 'loker', 'penipuannyasad', 'banget', 'korbannyagak', 'menjelekan', 'apk', 'alamin', 'sendirisemoga', 'gk', 'korban']",download apk sihbanyak banget loker penipuannyacari aja kek apk sebelahhati hati loker penipuannyasad banget korbannyagak jelek apk alamin sendirisemoga gk korban
Pengguna Google,1,2024-05-15 12:12:06,Sdh di filter. Sudah lamar pekerjaan. Mau kembali malah ilang filternya.,sdh di filter sudah lamar pekerjaan mau kembali malah ilang filternya,sdh filter lamar pekerjaan ilang filternya,"['sdh', 'filter', 'lamar', 'pekerjaan', 'ilang', 'filternya']",sdh filter lamar kerja ilang filter
Pengguna Google,1,2024-05-15 07:31:24,Dari 2009 nyari kerja di jobstret ga pernah dapet ini sbnrnya boongan atau beneran sih,dari 2009 nyari kerja di jobstret ga pernah dapet ini sbnrnya boongan atau beneran sih,2009 nyari kerja jobstret ga dapet sbnrnya boongan beneran sih,"['2009', 'nyari', 'kerja', 'jobstret', 'ga', 'dapet', 'sbnrnya', 'boongan', 'beneran', 'sih']",2009 nyari kerja jobstret ga dapet sbnrnya boongan beneran sih
Pengguna Google,1,2024-05-14 16:07:30,"Cukup memuaskan tapi saya jarang sekali bahkan sulit mendapat kan panggilan interview dari aplikasi ini sangat disayang kan saya kecewa sekali terus untuk melamar dibatasi saya dapat panggilan PT atau perusahaan nya yg tidak jelas saya tidak mau kena tipu, TOLONG untuk alamat email agar bisa diubah atau diedit ke email lain karena saya ingin mengubah alamat emai kenapa tidak bisa diubah?!?!!",cukup memuaskan tapi saya jarang sekali bahkan sulit mendapat kan panggilan interview dari aplikasi ini sangat disayang kan saya kecewa sekali terus untuk melamar dibatasi saya dapat panggilan pt atau perusahaan nya yg tidak jelas saya tidak mau kena tipu tolong untuk alamat email agar bisa diubah atau diedit ke email lain karena saya ingin mengubah alamat emai kenapa tidak bisa diubah,memuaskan jarang sulit panggilan interview aplikasi disayang kecewa melamar dibatasi panggilan pt perusahaan nya yg kena tipu tolong alamat email diubah diedit email mengubah alamat emai diubah,"['memuaskan', 'jarang', 'sulit', 'panggilan', 'interview', 'aplikasi', 'disayang', 'kecewa', 'melamar', 'dibatasi', 'panggilan', 'pt', 'perusahaan', 'nya', 'yg', 'kena', 'tipu', 'tolong', 'alamat', 'email', 'diubah', 'diedit', 'email', 'mengubah', 'alamat', 'emai', 'diubah']",muas jarang sulit panggil interview aplikasi sayang kecewa lamar batas panggil pt usaha nya yg kena tipu tolong alamat email ubah edit email ubah alamat emai ubah
Pengguna Google,5,2024-05-14 15:59:37,Keren,keren,keren,['keren'],keren
Pengguna Google,5,2024-05-14 12:53:39,Aplikasinya bagus untuk memcari pekerjaan,aplikasinya bagus untuk memcari pekerjaan,aplikasinya bagus memcari pekerjaan,"['aplikasinya', 'bagus', 'memcari', 'pekerjaan']",aplikasi bagus memcari kerja
Pengguna Google,5,2024-05-14 12:32:23,"Aplikasi terpercaya,mudah dipahami dan sangat membantu",aplikasi terpercayamudah dipahami dan sangat membantu,aplikasi terpercayamudah dipahami membantu,"['aplikasi', 'terpercayamudah', 'dipahami', 'membantu']",aplikasi terpercayamudah paham bantu
Pengguna Google,4,2024-05-14 12:31:44,Ok,ok,ok,['ok'],ok
Pengguna Google,5,2024-05-14 10:40:11,Bagus ...,bagus ,bagus,['bagus'],bagus
Pengguna Google,5,2024-05-14 10:30:21,"Kekurangannya ga bisa filter progress lamaran kerja. Jadi harus dicari per lamaran untuk melihat sudah ada progress atau belum. Saran saya dibuatkan filter untuk per progress (sudah dilihat, tidak dilanjutkan/lanjut nya)",kekurangannya ga bisa filter progress lamaran kerja jadi harus dicari per lamaran untuk melihat sudah ada progress atau belum saran saya dibuatkan filter untuk per progress sudah dilihat tidak dilanjutkanlanjut nya,kekurangannya ga filter progress lamaran kerja dicari lamaran progress saran dibuatkan filter progress dilanjutkanlanjut nya,"['kekurangannya', 'ga', 'filter', 'progress', 'lamaran', 'kerja', 'dicari', 'lamaran', 'progress', 'saran', 'dibuatkan', 'filter', 'progress', 'dilanjutkanlanjut', 'nya']",kurang ga filter progress lamar kerja cari lamar progress saran buat filter progress dilanjutkanlanjut nya
Pengguna Google,5,2024-05-14 09:59:10,Sangat membantu,sangat membantu,membantu,['membantu'],bantu
Pengguna Google,4,2024-05-14 09:17:06,Bagusan apl yg lama cuy,bagusan apl yg lama cuy,bagusan apl yg cuy,"['bagusan', 'apl', 'yg', 'cuy']",bagus apl yg cuy
Pengguna Google,4,2024-05-14 08:06:02,"Developer yang terhormat, Sejak di update dan uninstal aplikasi. Kemudian setelah instal kembali, saya tidak bisa login ke akun jobstreet, padahal jaringan internet saya stabil. Tapi kenapa loading terus ketika mau login. Tolong bantu saya login...",developer yang terhormat sejak di update dan uninstal aplikasi kemudian setelah instal kembali saya tidak bisa login ke akun jobstreet padahal jaringan internet saya stabil tapi kenapa loading terus ketika mau login tolong bantu saya login,developer terhormat update uninstal aplikasi instal login akun jobstreet jaringan internet stabil loading login tolong bantu login,"['developer', 'terhormat', 'update', 'uninstal', 'aplikasi', 'instal', 'login', 'akun', 'jobstreet', 'jaringan', 'internet', 'stabil', 'loading', 'login', 'tolong', 'bantu', 'login']",developer hormat update uninstal aplikasi instal login akun jobstreet jaring internet stabil loading login tolong bantu login
Pengguna Google,5,2024-05-13 20:32:26,Perfect,perfect,perfect,['perfect'],perfect
