content,score,Label
No Coment,5,positif
Terima kasih berkat job streer saya mendapatkan kerja,5,positif
Alhamdulillah,5,positif
drever,5,positif
"Maaaf saya kasih bintang 1, entah kenapa disaat di upgrade malah yang kebanyakan perusahaan Bodong dan gak ada panggilan.Padahal untuk versi lama sering ada panggilan. Semoga membantu saran saya.",1,negatif
"ditampilan yg baru ini, jdi sulit membedakan mana lowongan dri scammer dan lowongan yang benar dari perusahaan.saran sebaiknya profil perusahaan juga ditaruh dilowongannya",1,negatif
good application with simple & easy way to apply job,5,positif
Good,5,positif
Private advertiser kebanyakan penipu,5,positif
Cant login...,1,negatif
Kebanyakan iklan,1,negatif
Dari sini saya dapat pekerjaan,5,positif
"JobStreet kok setelah pembaruan malah menyusahkan ya. Cari lokasi Tangerang tapi yg ikutan muncul Ke Jakarta, Bekasi wkwk gimana?!",2,negatif
Setelah pembaharuan malah lebih susah untuk melamar pekerjaan . Versi sebelumnya lebih nyaman di gunakan. Tidak sulit dan membingungkan seperti versi baru. Tolong di perbaiki lagi agar lebih mudah menggunakannya.,1,negatif
"Sudah lebih baik dari yang sebelumnya, dan harapan harus tetep lebih baik lagi",4,positif
Di update malah gak bisa login keluar situs,1,negatif
Ok,5,positif
Kepala pusing,5,positif
"Aplikasi nya sangat membantu untuk yang mau nyari kerja,namanya juga nyari lowongan kan hihi,pkok nya recommended,kalo skli nya nyari langsung dapet ini mahh",5,positif
Aplikasi pencari kerja ini sangat membantu saya untuk mencari kerja dengan mudah dan menggunakan aplikasinya juga sangat amat mudah bisa juga mencari pekerjaan yang dekat rumah,5,positif
"Aplikasinya sangat berguna untuk cari lowongan pekerjaan, membatu menemukan pekerjaan yang sesuai dengan minat dan bakat mantap",5,positif
Kemudahan buat cari kerja di app ini bisa tau ternyata dekat rumah ada loker,5,positif
Dapat info lowongan lumayan cepat,4,positif
"sedikit menceritakan pengalaman di jobstreet. saya mendaptkan uandangan panggilan untuk interview. oleh oknum yang menyediakan lowongan pekerjaan. kemudian saya datang langsung ke kantor tempat intrv**. sperti biasa para oknum melakukan wawancara atas nama perushaan. namun pada akhirnya stelah mereka memaparkan maslah Gaji, belum juga keterima kerja kok harus bayar dulu ya.. alesannya utk pembiayaan kelengkpn alat kerja dll. dan suruh di teranfer langsung d tempat. 😀😀 modus.",1,negatif
Makin kesini sangat jelek,1,negatif
"Banyak pilihan kerja yang bisa di Cari sesuai keinginan,tapi barang dapat panggilan",1,negatif
"Baru download lagi, bintang 2 dulu kalo udah dapat kerja baru ta kasih 5",2,negatif
Sangat membantu,5,positif
2 x saya di interview sm perusahan abal² ngaku nya di jobstreet perusahaan ini. PT. gudhome & PT. SARILING ANEKA ENERGI Tp org² yg interview kurang layak. Parah². Buang² waktu ketemu sm org² itu. Mereka cuma mau ambil data diri kita & ijazah² kita.. Saya yakin perusahaan yg ingin buka lamaran kerja di jobstreet ini tdk melewatin verifikasi yg bagus.,1,negatif
Gak pernah dapet panggilan setiap melamar lewat apk ini. Malah setiap melamar selalu ada notif di email lamaran sudah ditutup,1,negatif
"Aplikasi sangat rawan penipuan, perusahaan bodong! Tolong lakukan verifikasi data dan pengecekan ulang untuk pengiklan lowongan kerja agar terhindar dari lowongan palsu.",4,positif
Lebih suka jobstreet sebelum apdute mudah di pahami. Ini setelah di update kenapa berubah total. Tolong di kembalikan ke versi sebelumnya.,1,negatif
"Jobstret untuk lowongan kerja di saring aja atau dilihat begroud perusahaanya ,soalnya saya sering mendapatkan loker penipuan seperti ruko kosong mohon masukan saya di terima selamat pagi",4,positif
mempermudah mrncari pekerjaan,2,negatif
Mantap sangat membantu utk pencari kerja,4,positif
"Di tolak mulu alasannya loker tersebut sudah tutup , kocak",1,negatif
Aplikasi nya sangat membantu untuk mecari pekerjaan,5,positif
Building system mechanic & electrical,5,positif
Dapat kerjaan dari sini dalam 1 hari Gratis pula,5,positif
"Sangat bermanfaat, terimakasih banyak.",5,positif
hapus aplikasi busuk ini dari playstore dan appstore!!!..isinya sampah semua buang2 waktu!!!...the most no.1 scammer jobseeker in indonesia,1,negatif
Masih belum dapat,4,positif
jadi ga jelas susah masuk,1,negatif
"Buang buang waktu lamar pake jobstreet, gak akan ada panggilan",1,negatif
"Udah 3X dpt kerja dari JOBSTREET alhamdulillah semoga kebaikan kalian mendapat berkah semua Amin. tapi sayangnya masih banyak loker bodong yg niat menipu calon pelamar kerja dengan meminta ongkos transport hotel dsb. BUAT KALIAN PARA PENCARI KERJA JANGAN PERNAH MEMBAYAR UNTUK SEBUAH PEKERJAAN , PRINSIPNYA KITA CARI KERJA BUAT DAPAT UANG BUKAN BAYAR BUAT DAPAT PEKERJAAN. TETAP HATI-HATI DAN SELEKTIF YAA TEMAN TEMAN PENCARI KERJA. SALAM SUKSES SELALU 🙏",4,positif
"Bagus,mudah",5,positif
Jos,5,positif
"Aplikasi yang sederhana untuk mencari pekerjaan tapi masih menyimpan banyak masalah. Mungkin hampir semua perusahaan yang menyediakan pekerjaan di sini, sebenarnya sudah punya calon kandidat dari rekomendasi internal mereka sendiri. Namun loker masih saja banyak bertebaran, yang berujung pelamar menerima info bahwa loker sudah ditutup, tanpa ada kabar lebih lanjut. Tolong developer, lebih tegas buat para perusahaan² berikut, untuk kasih syarat deadline dan pertimbangan kandidat yang jelas.",1,negatif
Sangat membantu,5,positif
"Aplikasinya okeh sih, cuman tolong lebih di perketat untuk perusahan"" yang tidak jelas jangan di bolehkan untuk mengiklan di aplikasi ini di karenakan merugikan pelanar",4,positif
Sampah,1,negatif
"banyak perusahaan - perusahaan fiktif yg beredar di jobstreet sekarang, yang paling sering untuk loker staff gudang atau admin gudang, prosess terlalu mudah, iming2 gaji umr dpt uang transport atau uang makan, pas proses akhir interview selalu harus membawa materai sebanyak 2 buah dan harus membayar uang sebanyak 300 ribu - 750 ribu, ini saya alami sendiri, seharus jobstreet bisa memfilter perusahaan fiktif tersebut, saya percaya 100% klo info loker dr aplikasi jobstreet asli bukan penipuan",1,negatif
Ok,5,positif
"Capek lamar sana sini, gak ada yg keterima, minimal di panggil pun tidak ada, padahal sudah sesuai permintaan perusahaan",1,negatif
"Jobstreet emang keterlaluan ya, aplikasi tidak guna, sebelumnya gua uda ngoceh perihal aplikasi ini g logis aja 100 lamaran g ada yg nyantol cuma 1 yang nyantol buat interview itu juga bodong, paling lucunya lagi masa pencarian perusahaan tersebut sudah tidak membutuhkan eh nonggol lagi donk di posisi yg sama, dan gua coba ada iseng eh masih sama donk pencairan perusahaan tersebut sudah tidak membutuhkan, lucu nya lagi dia masih nonggol, jobstreet tidak berguna!!!!!!",1,negatif
Good,5,positif
Masih perlu beberapa pembaharuan lagi 👎👎,1,negatif
"aplikasi membingungkan massa tidak bisa melamar, apalagi mau ngirim resume",1,negatif
Info loker😫,5,positif
APLIKASI ANJENGGG...BANYAK PENIPUAN.NYA BUAT TEMEN2 JGN INSTAL APLIKASI INI,1,negatif
Banyak membantu dalam mencari pekerjaan yg sesuai dengan keahlian dan pengalaman kerja saya,5,positif
"Aplikasi pencarian pekerjaan Keren banget ini, simpel & sangat mudah cara melamarnya. Thanks developer.",5,positif
gak bagus,1,negatif
aplikasi sudah baik banyak membantu pencari kerja utk melamar pekerjaan.,5,positif
Operator produksi PT Chemco Harapan Nusantara Plant Karawang,5,positif
"Lumayan ngebantu. Tapi adakah filter untuk perusahaan fiktif di antara yang masuk di email atau WA saya sering sekali prusahaan engga jelas. Yang proses interviewnya dimintakan uang untuk bla bla bla. Saya heran, kita semua cerdas lah yah bagaimana nanti cara menghadapinya. Go ahead para pencari kerja Tuhan bersama kita.",5,positif
"Jelek, gak sesuai",1,negatif
Bagus sekali dan tepat utk pencari kerja,5,positif
Gua nyari lowongan disini berasa bukan Apa2 dan Siapa2. Cuma lulusan SMK. Syarat2 nya bukan main...banyak sekali. Kudu bisa ini itu lah. 😓😓😓,2,negatif
Isi nya penipu smua hedee,1,negatif
"Tidak bisa login, pakai lupa password, diarahkan ke email untuk reset password tapi sampai sekarang dan sudah coba berkali2 tidak ada email reset password juga",1,negatif
Saya berpengalaman di bidang konstruksi dan depelover maka perkenankanlah untuk melamar diperusahaan ini tks,5,positif
Lowongannya banyak penipuan,1,negatif
"Sebelum diperbarui aplikasinya bagus sempet dapat panggilan kerja juga dari jobstreet, kenapa setelah diperbarui ga dapat panggilan sama sekali?",1,negatif
"Maaf jobstreet skrng jelekkk bgt gak kaya sebelumnya lengkap, ini mah udh profil kita photonya gada, PT yg dilamar siapa aja yg ngelamar gak tau, kolom untuk nulis mempromosikan diri jg gada... Membingungkan bgttttt",1,negatif
Tidak bisa daftar lewat akun google,1,negatif
Good,5,positif
"Siapa sih yg punya ide pembaruan ini, kok malah jadi aneh. Pasti ini anak baru yang cari muka dan sok sok pinter, malah jadinya kayak e.ek",1,negatif
"Aneh banyak loker di aplikasi ini tapi kebanyakan malah di lempar ke aplikasi lain lagi, emang aneh",1,negatif
Semoga jobstreet bisa membantu banyak job seeker memuwujudkan harapan dalam mengaktualisasikan diri,5,positif
Gabisa apply :(,1,negatif
Mantap,5,positif
Ifd,5,positif
"Banyak loker loker hoax, kedepannya saya harap lebih teliti apa lagi kita percaya bahwa aplikasi ini bisa memberikan pekerjaan",2,negatif
Jobstreet sangat membantu bagi para pencari kerja Smoga Jobstreet semakin memberikan informasi lowongan kerja yang terbaik bagi para pencari kerja dengan kualifikasi dari tingkat rendah sampai tinggi,5,positif
Di,5,positif
"Hati"" banyak PT yang minta uang.. banyak PT penipuan.. hati"" kawan kalo ada uang embel""... Logika nya seragam dll itu dari Perusahaan bukan kita suruh bayar.",1,negatif
aplikasi taiiiii,1,negatif
"Belom puas seh ganggu yg nganggur secara langsung,,, terusin deh pada nyiksa hani yg nganggur, pasrah ja w diapain jg",1,negatif
Alhamdulillah sdh wawancara,4,positif
Aplikasi ini sangat membantu banget prihal mencari pekerjaan.. aplikasi sangat mudah di pahami Sudah banyak calon pekerja dan perusahaan mendapatkan kerja atau karyawan lewat jobstreet..,5,positif
Mempermudah untuk cari pekerjaan.,5,positif
Ini malah jadi rusak fitur lokasi & jenis pekerjaan. Setelah di pilih dia selalu kembali ke seluruh pekerjaan dan lokasi. Masih lebih gampang make aplikasi yg lama.,4,positif
"update Mulu, makin di update makin gak enak bgt aplikasinya...bagusan dlu.skrg kalo dpt email loker gak langsung ngebuka ke aplikasinya.jelek.mau gw hapus aja. ditambah lagi kenapa no hp bisa kesebar ke oranglain, skrg byk bgt no yg tlp nawarin kerjaan online bilang tau no dr jobstreet pdhl saya gak pernah apply ke perusahaan itu.makin parah sih.",1,negatif
"Sangat Membantu Pencari kerja, dan Pencari tenaga kerja yg Profesional.",5,positif
Aplikasi yang sangat membantu dan memudahkan pencarian pekerjaan,4,positif
Kenapa sekarang login dan melamar harus lewat google? Kenapa aplikasi tidak bisa di pakai🤬,1,negatif
"Buat yg apply pekerjaan, nanti kalo ada yang wa pake nomor luar negeri, ikutin aja dulu, sampe kalo nanti disuruh bayar langsung berhenti, banyak penipu ambil database dari jobstreet ekwkwk",4,positif
Ini Sangat membantu aq,5,positif
A good place fir opportunity .JB i like it,5,positif
"Aplikasi yang sangat bagus, bermanfaat sekali, buat kita yg sedang mencari pekerjaan... Sangat-sangat bagus",1,negatif
Bagus dan terpercaya membantu pencari kerja mendapatkan kerja dengan baik,4,positif
Sangat membantu untuk kami yg lagi membutuhkan pekerjaan,5,positif
Dari aplikasi saya dapat kerjaan,5,positif
"Apk sangat sangat membantu sangat bermanfaat bagi pencari kerja , efisien melamar jugaa",5,positif
Mulai ada perubahan,5,positif
Okelah,5,positif
"Balikin ke sebelum nya, update bukan nya mempermudah malah di persulit, gk tau apa yg di pikiran team pengembang nya sampe kepikiran buat update kaya gitu tolol.",1,negatif
Sangat membantuu.. Semua tersusun secara rapii . Jadi mudah untuk kita memilih lowongan yg sesuai dengan kmampuan kitaa .,5,positif
Aplikasi yang membantu mencari pekerjaan yang sesuai keahlian kita.,5,positif
dengan aplikasi ini mencari pekerjaan yg sesuai skill lebih mudah.. ayooo semangat cari cuan,5,positif
Aplikasi pemberi kerjaan no satu di indonesia......job kasian job kasian job kasiaaaaan,5,positif
"Waktu dulu saya sudah ngedrop cari kerja sudah mentok , saya gak sengaja buka buka aplikasi di hadpon saya menemukan aplikasi jobstreet saya coba coba buka Mantap loker nya komplit dan loker loker terbaru saya sekarang sudah dapat kerja berkat loker di jobstreet",5,positif
Sangat membantu dalam mencari pekerjaan,5,positif
"Jobstreet bagus buat mencari pekerjaan, terpercaya dan mudah mengaksesnya",5,positif
Adanya apk ini sya jdi lebih gampang mencari pekerjaan yg sesuai dgan fashion sya,5,positif
Mantap,5,positif
Menerapkan lamaran pekerjaan jadi lebih kudah dan loker update setiap hari,5,positif
Membantu banget untuk mencari peluang2 kerja...meski blm dpt info pemanggilan kembali kelanjutan lamaran...,5,positif
"Portal lowongan kerja terupdate, top bgt dah . Tapi masukan ya tolong filter lagi loker loker fiktip banyak penipuan juga dari oknum loker fiktip",5,positif
"keren banget sekarang Aplikasinya, setelah perubahan disemua menu kelihatan tambah bagus dan juga ada notifikasi di email setelah berhasil melamar pekerjaan👍",5,positif
Sangat membantu sekali jobstreet dalam menemukan lowongan pekerjaan sesuai dengan kemampuan / pengalaman kita bekerja. Jobstreet memberi lowongan pekerjaan dengan kriteria yang sesuai berdasarkan pengalaman bekerja / keahlian yg dimiliki.,5,positif
Sangat mudah buat masukan lamaran pekerjaan dan informasi lowongan pekerjaan bisa di percaya,5,positif
"sudah 5 bulan coba cari lowongan pekerjaan lewat aplikasi ini tapi masih belum dapat,tolong dong min aplikasinya lebih di tingkatkan lagi dan di perluas,terima kasih🙏",4,positif
Mantap sangat membantu sekali dalam pencaker,5,positif
Aplikasi yang sangat bagus dan rekomended bgt dalam mencari pekerjaan apalagi dalam tampilan terbarunya yang makin mempermudah pengguna nya dalam hal mencari pekerjaan☺️ sukses selalu untuk jobstreet🤗🤗,5,positif
"Mudahnya cari loker ya disini, Jobstreet aj deh.. Set Up CV -> Browse Jobs -> Apply , ga perlu ribet cari2 yg Laen.. Disini aj ya😉",5,positif
"Aplikasi jobdesk disini bagus, worth it, pokonya the best 🥰🥰 wajib instal,",4,positif
Good,5,positif
Good,5,positif
Aplikasi yg sangat membantu .. untuk mencari lowongan pekerjaan..memudahkan untuk mencari pekerjaan..mantap pokoknya,5,positif
Cukup membantu dlm mencari kerja,4,positif
"Sangat membantu untuk saya yang kurang dapat informasi lowongan pekerjaan, Semoga semua informasi lowongan nya itu benar dan tidak hanya iklan,,",5,positif
Mantappp,5,positif
"Situs Loker terpercaya di Indonesia, 100% bebas SPAM.",5,positif
"Semenjak di update tampilnnya jadi beda, jadi susah dapet panggilan padahal yang sebelumnya sering banget dapet panggilan",1,negatif
"Weiii akun gue ilang pas diperbarui aplikasi nya, pdhal gw pake terus dr th 2017 ini app... Gimana cara balikin akun gw adminnn",1,negatif
Aktual,5,positif
"Aplikasi yang sudah ditutup jangan lah dipuss lagi bos, liat email gua kira hrd yang gua lamar, taunya email dari aplikasi ini, LOWONGAN TELAH DITUTUP, pertanyaan nya knpa masih lu buka tu loker?",1,negatif
Sangat membantu sekali,5,positif
"Aplikasi tidak bermanfaat dan gak jelas.Lamar kerja pke aplikasi ini slama 3 tahun gak pernah dpt panggilan, lebih bagus email lngsng ke perusahaan nya. Lngsng dpt beberapa interview dan alhamdulillah lngsng ketrima.",1,negatif
Kalo bisa tampilan dalam nya kaya dulu lagi biar ga bingung,2,negatif
"Berharap dari aplikasi Jobstreet ini selalu memberika notifikasi ke pemberi kerja agar dapat merespon pelamar yang mengirimkan lamaran dan belum mereka baca, lebih baik di tolak dari pada di abaikan",1,negatif
"Saran ditambah fitur chat & video call antar recruiter dengan jobseeker, pasti sangat membantu fitur itu.. 😊😊😊 Thank you",5,positif
"Setelah update ribet banget, mending uninstall aja dah",1,negatif
"Tolong untuk posting Job yang sudah kadaluarsa jangan dimunculkan, .....",1,negatif
Kenapa nggak bisa login,5,positif
"Setelah update, tidak ada fitur untuk melihat profil perusahaan. Hanya tersedia fitur untuk melamar. Ribet",1,negatif
"Lebih enak sebelum update bisa cari pekerjaan dalam 5 kota sekaligus, sekarang cuma bisa 1 doang",2,negatif
Banyak banget loker kadaluarsa kenapa masih di posting? Buang2 waktu buat ngelamar aja.,1,negatif
Good,5,positif
"Aneh sama loker di jobstreet, baru aja di update terus kalau udh kekirim ada pemberitahuan di email "" lamaran yang anda apply kadaluwarsa"" heran baru aja di s update udh expire aja.",1,negatif
Good,5,positif
Tambah susah,1,negatif
Senang,5,positif
Kok tidak bisa daftar menggunakan akun google ya?,2,negatif
Udah ngelamar tapi di halaman aktivitas nya kosong padahal sudah ada notifikasi lamaran anda sudah dilihat perusahaan.,1,negatif
Sangat bagus sekali buat cari kerja saya rekomendasikan 100% pokonya mantap,5,positif
"Bikin sulit jobstreet terbaru, ketika logout dan disign in lagi di persulit dan alhasil gabisa masuk lagi ke akun .",1,negatif
Untuk jobstreet. Kenapa byk lowongan kerja fiktif.,1,negatif
Posisinya jauh banget yang muncul banyak loker dari Bali,1,negatif
Ok,5,positif
TAMPILAN BURUK. SULIT GA SERTI DULU. MOHON CEO JOBSREET DI PANTAU,1,negatif
"Bukti pemerintah gagal adalah banyak nya pengangguran,lapangan kerja susah,dan persyaratan perusahaan tinggi .. Tak terbantahkan lagi",1,negatif
"Masih byk beberapa info loker yg hoax bin ruko² bin abal² bin tipu² alias penipuan Saran: harusny tim pengembang apk bisa menyaring lagi si penyedia/perekrut karyawan dgn coba di researh dulu perusahaan yg ingin dia post sebelum dilihat dan dilamar oleh para pencaker Bukannya apa², kasian sama org yg dr jauh² dan luar daerah inginnya kerja bantu perekonomian keluarga malah di tanah rantau jd sengsara!!",2,negatif
Sangat membantu,5,positif
"Gak jelas. Gak ada tahapan lamaran mu smpai mana. Gak ada kontak rekruter. Gak ada deadline apply and recruit. Bisa aja loker yang dulu dulu di post ulang, ga jelas soal nya. Tim pengembang app nya gak bertanggung jawab. Bintang 1 dulu yaaa..",1,negatif
"Sedikit saran untuk jobstreet, kalo info loker yg udah ditutup, jangan diposting lagi.. Jadi sia2 ngelamar di perusahaan itu kalo udah tutup..",2,negatif
Sekarang makin ribet daftar nya ga ke dulu 🥱,2,negatif
Good,5,positif
Bnyk lowongan tp kadaluwarsa buat apa di iklanin.. Bikin mempersulit aja.,1,negatif
"Aplikasi macam apa tiap lowongan yg dilamar pasti lebih dari 100 kandidat, udah lebih dari 50 lamaran apply di aplikasi ini gada satupun yg interview, aneh",1,negatif
aplikasi sampah,1,negatif
good jobs,5,positif
Untuk update kedepannya tolong tambahkan filter untuk pekerjaan remote,4,positif
2 bintang Mohon lebih teliti lagi penyedia lowongan dan kode etik nya. Penyedia aplikasi mohon blok yang membuka lowongan pake administrasi/ pintai uang untuk menghindari penipuan. Sudah beberapa kali panggilan interview di pintai biaya. Tak seperti dulu interview bener langsung dari pabrik/perusahaan nya.,2,negatif
Kok data saya bisa dapat sama orang lain min? Padahal saya nggak ada melamar di perusahaan dia kok data saya bisa dapat sama dia min? Apa data saya disebarin min?,2,negatif
Apresied banget,5,positif
Aplikasi ini Sangat mempermudah dalam mencari pekerjaan,5,positif
Tambah rumit aplikasinya,1,negatif
Banyak sekali kekurangan dari aplikasi ini. pembaruan apl yang gagal total.. pembaruan dengan banyak kemunduran. semakin mempersulit pencari kerja..,1,negatif
aplikasi bukannya bagus mahal tambah ribet . parah,1,negatif
Ini kenapa bahasa inggris semua oy gimna cara ganti ke bahasa indonesia nya gk paham gw bahas inggris,1,negatif
Very Helpful application,5,positif
Hbyv Knob numb how Hj,1,negatif
Link yang sangat bagus dan berguna untuk semua,5,positif
Sangat membantu...,5,positif
Gaje,1,negatif
Sangat membantu bagi yang cari kerja👍👍👍👍👍,5,positif
"Why is it getting worse nowadays? The employers used to be able to contact the candidates straightaway but now they seem to have to use Jobstreet as a middle man to contact candidates. We don't need that! You want to make it better, provide category by education or by industry. Becoming a middle man to employers and candidates is just rubbish!",2,negatif
lebih di awasi kembali untuk loker yabg tersedia saya banyak kena penipuan di sini dan harap ada tindakan lanjut untuk loker penipuan seperti itu,1,negatif
"Setelah di-upadate, rasanya kualitasnya malah menurun. Nambah lemot juga. Please balikin ke versi sebelumnya",2,negatif
puas,4,positif
Dari sekian banyak saya mencari tp tidak ada panggilan,5,positif
Muantabs,5,positif
Sangat membantu. Tetapi tolong klo pembaruan. Jangan di buat bingung. Klo bisa lbih di permudah agar user bisa membukanya dan tertera jelas. Dan tolong untuk email-nya juga di perceat,5,positif
"Ini kenapa ya jobstreet. Setiap mau apply has gone wrong terus mana klo udah apply kebanyakan lamaran kadaluarsa dan klo udah apply dan perusahaan tidak tertarik or unlikely progress ga ada kelanjutan lagi. Selain itu, klo apply lebih dari 10 ngel terus dan selalu terjadi kesalahan. Silakan coba lagi atau hubungi Layanan Pelanggan. Enakan yg dulu keliatan siapa yg lihat, jumlah pelamarnya berapa, dan lebih mudah. Ini tolong diperbaiki.",2,negatif
Good,5,positif
Ini gimana sih saya sudah melamar berkali kali di applikasi ini tapi jawabannya selalu kadaluarsa atau lowongan sudah di tutup tolong dong jangan mempersulit pelamar kerja dan mohon segera perbaiki agar pelamar tidak tertipu lagi,1,negatif
apk gajelas. rekomendasi kerjaan banyak udah dilamar eh ternyata pas udah nunggu lama ada email lowongan udah tutup!!!,1,negatif
Jobstreet sangat membantu dalam proses mencari kerja,5,positif
Banyak scam,1,negatif
Ok,5,positif
"Dari tahun 2013 sampai 2024 ini, nggak ada yg srius perusahaan merekrut karyawan.",1,negatif
Ini tolong penyesuaian UI sama database di singkron kan dan masih bnyak bugs pula coba tolong upin dan ipin bnatuannya,1,negatif
Kalau informasi lowongan yg benar yach tolong di filter kalau yang OS tks,4,positif
"Pas mau resume upload malah suruh pilih dua pilihan telpon/SIM card pas mencet SIM card malah ke apus, makin aneh. Orang mah kasih pilihan biar bisa buka wps ini malah aneh",1,negatif
"Kok saya login tidak bisa, kenapa?",1,negatif
Pembaharuan bukannya lebih gampang Ini malah nambah ribet ditambah Gatau kenapa malah susah nyangkut setelah pembaharuan,1,negatif
"Loker scam nya makin banyak, coba tolong di tindak lanjuti Dan kalaupun loker nya belum terverifikasi janganlah coba2 di iklankan ataupun di pajang",2,negatif
"Setiap mau loading ngak bisa, bagusan d hapus aja dari aplikasi buat pusing aja...",1,negatif
Driver pribadi/truk,5,positif
bobrok,1,negatif
"Kebanyakan PT penyalur, yg kalau di cek di google tdk ada nama PT dn di alamat tsb,",1,negatif
Fitur tentang gaji yang diharapkan agar diperbaiki seperti sebelumnya. Karena range gaji setelah 10 juta dianggap terlalu besar rangenya (kelipatan 5 juta) sehingga seakan-akan permintaan gaji terlalu besar.,2,negatif
"Jobstreet jadi sampah begini, mau login gagal melulu, padahal udah udah lama saya jadi user gini,",1,negatif
"Sekarang hati"" nyari loker di jobstreet bnyk perusahaan bodong yg ujung""nya minta duit",1,negatif
Untuk Sejauh ini cukup bagus dan menurut saya masih bisa di mengerti. Sikasi apaan dah setiap ngelamar ga pernah dapet panggilan dari perusahaan resmi ngelamar ke bagian yg ada pengalaman nya tetep aja cuma di liat doang profilnya. Cape lah gua nganggur terus mau sampai kapan lamaran di simpen terus 😭,2,negatif
"Banyak perusahaan penipuan di sini, kurang selektif dalam memilih perusahaan yang membuka lowongan.",1,negatif
Terimakasih jobstreet sedikit banyak sudah membantu saya dalam mencari pekerjaan.,5,positif
"Usulan kepada team development aplikasi jobstreet, seharusnya ada tampilan reason atau alasan apabila resume atau CV kita ditolak atau tidak lolos seleksi oleh perusahaan yang ditujuJadi kita sebagai pelamar atau pencari kerja dapat memperbaiki kesalahan tersebut. Dan para pelamar bisa instropeksi dari kesalahan tersebut. Terima kasih.",1,negatif
Mantap sangat membantu,5,positif
Saya Gak bisa login ke jobstreet lagi padahal sudah 2 tahun ku gunakan. Email dan kata sandi pas . Cuma entah apa masalah gerangan jobstreet,1,negatif
bingung dengan sistem nya loker nya yg real dan tidak nya saya sdh up berkas berkali2 tapi gak ada respon.,1,negatif
"Applikasi susah di buka,, loading nya begitu lama. Kembalikan ke versi lama. Naik versi bukan nya mempermudah, malah jadi menyulitkan user.",1,negatif
Informasi peluang pekerjaan yang bertanggung jawab,5,positif
"Lokernya tertulis sudah kadaluar/tidak menerima lamaran lagi, tapi masih diposting",2,negatif
"Siapa sih yang punya ide pembaharuan sekarang, jdi ribet banget. Mau apply lamaran aja banyak bngt pertanyaannya padahal cukup taro di profile aja buat informasi pelamar",1,negatif
Sangat membantu dan terbantu..sukses selalu untuk kita semua..aamiin,5,positif
Aplikasi ini sangat bagus dan dapat membantu kami yang membutuhkan pekerjaan,5,positif
good,5,positif
"jelek, tipi tipu",1,negatif
Terima kasih. Saya dapat kerjaan ke ewat jobstreet. Semoga berlimpah berkah buat seluruh jajaran manajemen jobstreet dimana pun berada.🙏🙏🙏,5,positif
"Versi terbaru banyak Bug, bagian sertif yang tanggal keluarnya sama tidak ada kadaluarsanya.",2,negatif
"Data nomer telpon saya disalah gunakan ,banyak penawaran ,infonya dapet no dari jobstreet{ dan kita tidak tau perusahaan mana yg menggunakan data kita }",1,negatif
Ok,5,positif
Kembalikan seperti versi sebelumnya,2,negatif
Good job,5,positif
Usahakan perusaahan yg di lamar jika sudah tidak menerima panggilan(tutup) itu tidak lagi memasang iklan .,1,negatif
"Saya selalu diarahkan ke browser pdahal buka aplikasi, selau minta login, ini kenapa jadi begini, saya tidak bisa lihat data saya jika gunakan aplikasi",1,negatif
"Masih bnyak PT PT plsu alias penipuan. Hari ni sya tertipu oleh sebuah PT di daerah jakarta. Jauh2 sya dri tangerang smpai loksi di minta duit ga jls 750rbu. Ngelmar lwat jobstreet tpi PT'y palsu. Smpe snah ruko nma pt gda dan bnyak korban yng tertipu dan sudh byar jga. Dan oknum trsbut mke nma PT2 ntuk memanggil pra korban. Sya dpet email dri pt A mislakan dan yng lain pt b. Di gedung yng sma, smpe snah g jls sruh byar 750rbu dan mksa. Tlong dng pihak Jobstreet ntuk lbh slektif lgi sma pt bdong",2,negatif
Banyak penipuan y daripada lowongan benerannya Uptudate ajj menuhin apklikasi doank,1,negatif
Setelah update gak bisa login,1,negatif
"Jobstreet yg sekarang gak jelas banget, lowongan baru pas di apply ada notif dari email ternyata loker nya sudah kadaluarsa,kemaren ada panggilan interview ternyata penipuan,ayo dong loker² penipuan kalau bisa jgn sampai ada di apk ini biar para pencaker juga gak trauma",1,negatif
Bagaimana cara rekrut karyawan di aplikasi ini ?,4,positif
Setelah update malah ga bisa masuk😒,2,negatif
Sangat membantu kita yang sedang membutuhkan pekerjaan.,5,positif
Susah banget tembusnya kalo udah ngirim lamaran gada info lagi,1,negatif
Okelah,4,positif
Gabisa bisa log in aneh banget ni aplikasi!!!!!!!!😡😡😡😡😡😡😡,1,negatif
"Makin ga jelas apk nya, segala ada filter lah bla bla bla",1,negatif
Pernah bekerja di fabrikasi pembuat vesel sebagai Quality control /Dimensional,5,positif
"aplikasi simple gampang tinggal adds and aply,cuma pas bagian Recomended ada notifikasi merah angka,pas buka bagian New itu ga hilang,harusnya di scroll kebawah hilang itu notifikasi merah,tolong perbaiki,Terima kasih",4,positif
Nice,5,positif
Semoga bisa membantu dapat pekerjaan,5,positif
"saran, jika di web ada pilihan ""lowongan lain di tempat kerja A"" tp di apps nggk ada. mohon ditambahkan agar lebih bagus. thanks.",4,positif
Update infonya,5,positif
"Maaf setelah update, saya jadi susah dapat panggilan interview. Beda sama yg dulu, lebih mudah buat nyari kerja",1,negatif
