userName,score,at,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed,Label,Label NB,Label SVM
Pengguna Google,5,2024-03-31 16:34:15,Aplikasi nya keren.aman dan ngk buat kita susah menggunakan nya.. Terbaik lh...,aplikasi nya kerenaman dan ngk buat kita susah menggunakan nya terbaik lh,aplikasi nya kerenaman ngk susah nya terbaik lh,"['aplikasi', 'nya', 'kerenaman', 'ngk', 'susah', 'nya', 'terbaik', 'lh']",aplikasi nya kerenaman ngk susah nya baik lh,positif,positif,positif
Pengguna Google,5,2024-03-31 16:34:09,Bagus mudah banget buat pemula,bagus mudah banget buat pemula,bagus mudah banget pemula,"['bagus', 'mudah', 'banget', 'pemula']",bagus mudah banget mula,positif,positif,positif
Pengguna Google,5,2024-03-31 16:34:06,"Keren, tetapi koin-koinnya perlu dilengkapi lagi.thx",keren tetapi koinkoinnya perlu dilengkapi lagithx,keren koinkoinnya dilengkapi lagithx,"['keren', 'koinkoinnya', 'dilengkapi', 'lagithx']",keren koinkoinnya lengkap lagithx,positif,positif,positif
Pengguna Google,5,2024-03-31 16:32:52,Transaksinya cepat. Lancar aman untuk nyari cuan,transaksinya cepat lancar aman untuk nyari cuan,transaksinya cepat lancar aman nyari cuan,"['transaksinya', 'cepat', 'lancar', 'aman', 'nyari', 'cuan']",transaksi cepat lancar aman nyari cuan,positif,positif,positif
Pengguna Google,5,2024-03-31 16:32:42,"REKU ADALAH APLIKASI KRIPTO TERBAIK MENURUT SAYA, SEMOGA KEDEPANNYA REKU SEMAKIN JAYA MENUJU INDONESIA EMAS",reku adalah aplikasi kripto terbaik menurut saya semoga kedepannya reku semakin jaya menuju indonesia emas,reku aplikasi kripto terbaik semoga kedepannya reku jaya indonesia emas,"['reku', 'aplikasi', 'kripto', 'terbaik', 'semoga', 'kedepannya', 'reku', 'jaya', 'indonesia', 'emas']",reku aplikasi kripto baik moga depan reku jaya indonesia emas,positif,positif,positif
Pengguna Google,5,2024-03-31 16:31:42,Mantap sekali,mantap sekali,mantap,['mantap'],mantap,positif,positif,positif
Pengguna Google,5,2024-03-31 16:30:47,mantap,mantap,mantap,['mantap'],mantap,positif,positif,positif
Pengguna Google,5,2024-03-31 15:24:22,Saya belajar menggunakan investasi,saya belajar menggunakan investasi,belajar investasi,"['belajar', 'investasi']",ajar investasi,positif,positif,positif
Pengguna Google,5,2024-03-31 13:57:14,"Aplikasi mudah di mengerti dan berbahasa Indonesia, simpel, no ribet, semoga berkah dan amanah, sukses selalu",aplikasi mudah di mengerti dan berbahasa indonesia simpel no ribet semoga berkah dan amanah sukses selalu,aplikasi mudah mengerti berbahasa indonesia simpel no ribet semoga berkah amanah sukses,"['aplikasi', 'mudah', 'mengerti', 'berbahasa', 'indonesia', 'simpel', 'no', 'ribet', 'semoga', 'berkah', 'amanah', 'sukses']",aplikasi mudah erti bahasa indonesia simpel no ribet moga berkah amanah sukses,positif,positif,positif
Pengguna Google,5,2024-03-31 13:47:05,"Saya suka dengan tampilan aplikasinya ,dan saya senang dengn koinnya bnyak pilihan",saya suka dengan tampilan aplikasinya dan saya senang dengn koinnya bnyak pilihan,suka tampilan aplikasinya senang dengn koinnya bnyak pilihan,"['suka', 'tampilan', 'aplikasinya', 'senang', 'dengn', 'koinnya', 'bnyak', 'pilihan']",suka tampil aplikasi senang dengn koin bnyak pilih,positif,positif,positif
Pengguna Google,5,2024-03-31 12:43:07,Udah aman belum,udah aman belum,udah aman,"['udah', 'aman']",udah aman,positif,positif,positif
Pengguna Google,5,2024-03-31 12:03:56,sangat membantu untuk masa depan yang lebih cerah,sangat membantu untuk masa depan yang lebih cerah,membantu cerah,"['membantu', 'cerah']",bantu cerah,positif,positif,positif
Pengguna Google,5,2024-03-31 07:28:53,Ini adalah salah satu flatform terbaik yang ada d indonesia.. good apps,ini adalah salah satu flatform terbaik yang ada d indonesia good apps,salah flatform terbaik d indonesia good apps,"['salah', 'flatform', 'terbaik', 'd', 'indonesia', 'good', 'apps']",salah flatform baik d indonesia good apps,positif,positif,positif
Pengguna Google,5,2024-03-31 01:59:36,okeh,okeh,okeh,['okeh'],okeh,positif,positif,positif
Pengguna Google,5,2024-03-31 01:19:31,bagus,bagus,bagus,['bagus'],bagus,positif,positif,positif
Pengguna Google,5,2024-03-31 00:48:32,mantap,mantap,mantap,['mantap'],mantap,positif,positif,positif
Pengguna Google,5,2024-03-31 00:05:58,Sangat mendukung untuk trading apalagi fitur info koinnya sangat mendukung untuk analisa tahap awal sedikit tambahan semoga semua koin tersedia fitur pronya,sangat mendukung untuk trading apalagi fitur info koinnya sangat mendukung untuk analisa tahap awal sedikit tambahan semoga semua koin tersedia fitur pronya,mendukung trading fitur info koinnya mendukung analisa tahap tambahan semoga koin tersedia fitur pronya,"['mendukung', 'trading', 'fitur', 'info', 'koinnya', 'mendukung', 'analisa', 'tahap', 'tambahan', 'semoga', 'koin', 'tersedia', 'fitur', 'pronya']",dukung trading fitur info koin dukung analisa tahap tambah moga koin sedia fitur pro,positif,positif,positif
Pengguna Google,5,2024-03-30 23:42:53,mantapp,mantapp,mantapp,['mantapp'],mantapp,positif,positif,positif
Pengguna Google,1,2024-03-30 22:25:38,Aneh...... Registrasi gak bisa di gunain camera hp.... Jadinya gak bakalan bisa pakai ne apk...... Akan gw ubah klo udah normal.lagi buat pendaftaran akun,aneh registrasi gak bisa di gunain camera hp jadinya gak bakalan bisa pakai ne apk akan gw ubah klo udah normallagi buat pendaftaran akun,aneh registrasi gak gunain camera hp gak pakai ne apk gw ubah klo udah normallagi pendaftaran akun,"['aneh', 'registrasi', 'gak', 'gunain', 'camera', 'hp', 'gak', 'pakai', 'ne', 'apk', 'gw', 'ubah', 'klo', 'udah', 'normallagi', 'pendaftaran', 'akun']",aneh registrasi gak gunain camera hp gak pakai ne apk gw ubah klo udah normallagi daftar akun,negatif,negatif,negatif
Pengguna Google,5,2024-03-30 22:13:36,aplikasi tercepat dan simple buat investasi coin. tampilan tidak membosankan,aplikasi tercepat dan simple buat investasi coin tampilan tidak membosankan,aplikasi tercepat simple investasi coin tampilan membosankan,"['aplikasi', 'tercepat', 'simple', 'investasi', 'coin', 'tampilan', 'membosankan']",aplikasi cepat simple investasi coin tampil bosan,positif,positif,positif
Pengguna Google,5,2024-03-30 20:07:14,Saran tambahkan jaringan BNB untuk penerimaan koin,saran tambahkan jaringan bnb untuk penerimaan koin,saran tambahkan jaringan bnb penerimaan koin,"['saran', 'tambahkan', 'jaringan', 'bnb', 'penerimaan', 'koin']",saran tambah jaring bnb terima koin,positif,positif,positif
Pengguna Google,5,2024-03-30 18:38:34,Untuk Pertama Kali Coba Coba Main Crypto dan langsung Gunakan Aplikasi REKU ini . Caranya mudah & simple pada saat beli maupun mau jual . Untuk Orang lain yang mau mencoba bermain Crypto Boleh Memakai Aplikasi REKU ini . Recommended!,untuk pertama kali coba coba main crypto dan langsung gunakan aplikasi reku ini  caranya mudah  simple pada saat beli maupun mau jual  untuk orang lain yang mau mencoba bermain crypto boleh memakai aplikasi reku ini  recommended,kali coba coba main crypto langsung aplikasi reku mudah simple beli jual orang mencoba bermain crypto memakai aplikasi reku recommended,"['kali', 'coba', 'coba', 'main', 'crypto', 'langsung', 'aplikasi', 'reku', 'mudah', 'simple', 'beli', 'jual', 'orang', 'mencoba', 'bermain', 'crypto', 'memakai', 'aplikasi', 'reku', 'recommended']",kali coba coba main crypto langsung aplikasi reku mudah simple beli jual orang coba main crypto pakai aplikasi reku recommended,positif,positif,positif
Pengguna Google,1,2024-03-30 15:50:33,biaya admin terlalu banyak dan mahal,biaya admin terlalu banyak dan mahal,biaya admin mahal,"['biaya', 'admin', 'mahal']",biaya admin mahal,negatif,positif,negatif
Pengguna Google,5,2024-03-30 12:21:53,Aplikasi Reku sangat mudah di gunakan tidak kalah dengan exchange lain nya...selain mudah di gunakan aplikasi Reku juga banyak banget event untuk nambah cuan...sukses selalu Reku smga selalu tambah maju dengan inovasi inovasi nya...,aplikasi reku sangat mudah di gunakan tidak kalah dengan exchange lain nyaselain mudah di gunakan aplikasi reku juga banyak banget event untuk nambah cuansukses selalu reku smga selalu tambah maju dengan inovasi inovasi nya,aplikasi reku mudah kalah exchange nyaselain mudah aplikasi reku banget event nambah cuansukses reku smga maju inovasi inovasi nya,"['aplikasi', 'reku', 'mudah', 'kalah', 'exchange', 'nyaselain', 'mudah', 'aplikasi', 'reku', 'banget', 'event', 'nambah', 'cuansukses', 'reku', 'smga', 'maju', 'inovasi', 'inovasi', 'nya']",aplikasi reku mudah kalah exchange nyaselain mudah aplikasi reku banget event nambah cuansukses reku smga maju inovasi inovasi nya,positif,positif,positif
Pengguna Google,5,2024-03-30 12:03:14,Bagus apknya,bagus apknya,bagus apknya,"['bagus', 'apknya']",bagus apknya,positif,positif,positif
Pengguna Google,5,2024-03-30 11:39:20,"Aplikasi sesuai kebutuhan trading aset kripto dan jenis aset kripto banyak pilihan pairing aset kripto hanya satu yang saya tidak paham adalah jaringan BEP20 tidak tersedia , semoga masa mendatang jaringan BEP20 tersedia di aplikasi Reku.",aplikasi sesuai kebutuhan trading aset kripto dan jenis aset kripto banyak pilihan pairing aset kripto hanya satu yang saya tidak paham adalah jaringan bep20 tidak tersedia  semoga masa mendatang jaringan bep20 tersedia di aplikasi reku,aplikasi sesuai kebutuhan trading aset kripto jenis aset kripto pilihan pairing aset kripto paham jaringan bep20 tersedia semoga jaringan bep20 tersedia aplikasi reku,"['aplikasi', 'sesuai', 'kebutuhan', 'trading', 'aset', 'kripto', 'jenis', 'aset', 'kripto', 'pilihan', 'pairing', 'aset', 'kripto', 'paham', 'jaringan', 'bep20', 'tersedia', 'semoga', 'jaringan', 'bep20', 'tersedia', 'aplikasi', 'reku']",aplikasi sesuai butuh trading aset kripto jenis aset kripto pilih pairing aset kripto paham jaring bep20 sedia moga jaring bep20 sedia aplikasi reku,positif,positif,positif
Pengguna Google,5,2024-03-30 08:38:25,"Secara keseluruhan sudah bagus, dan tidak ada kendala. Terkesan friendly dan transparan. Terimakasih kepada Developer dan tim kerjanya, yang telah menambahkan fitur staking. Selamat menabung! 🥰",secara keseluruhan sudah bagus dan tidak ada kendala terkesan friendly dan transparan terimakasih kepada developer dan tim kerjanya yang telah menambahkan fitur staking selamat menabung ,bagus kendala terkesan friendly transparan terimakasih developer tim kerjanya fitur staking selamat menabung,"['bagus', 'kendala', 'terkesan', 'friendly', 'transparan', 'terimakasih', 'developer', 'tim', 'kerjanya', 'fitur', 'staking', 'selamat', 'menabung']",bagus kendala kes friendly transparan terimakasih developer tim kerja fitur staking selamat tabung,positif,positif,positif
Pengguna Google,5,2024-03-30 02:52:09,Rekomend banget apk ini apalagi buat pelajar yang mau mencoba investasi minim budget pokonya baguss bangett!!,rekomend banget apk ini apalagi buat pelajar yang mau mencoba investasi minim budget pokonya baguss bangett,rekomend banget apk pelajar mencoba investasi minim budget pokonya baguss bangett,"['rekomend', 'banget', 'apk', 'pelajar', 'mencoba', 'investasi', 'minim', 'budget', 'pokonya', 'baguss', 'bangett']",rekomend banget apk ajar coba investasi minim budget poko baguss bangett,positif,positif,positif
Pengguna Google,5,2024-03-30 01:43:41,Aplikasi Reku Adalah Aplikasi Wallet Crypto Indonesia Yang Benar2 Bermanfaat & Mudah Untuk di gunakan Menyimpan/menjual & membeli Coin bahkan Transaksi Ke Semua Ewallet ataupun Bank Fee Nya Sangat Kecil. Maka Dari Itu Saya Memberi ☆5. Terima Kasih Dev Reku Saya Sangat Beruntung Menemukan Wallet Crypto Reku Indonesia Aman & Terpercaya,aplikasi reku adalah aplikasi wallet crypto indonesia yang benar2 bermanfaat  mudah untuk di gunakan menyimpanmenjual  membeli coin bahkan transaksi ke semua ewallet ataupun bank fee nya sangat kecil maka dari itu saya memberi 5 terima kasih dev reku saya sangat beruntung menemukan wallet crypto reku indonesia aman  terpercaya,aplikasi reku aplikasi wallet crypto indonesia benar2 bermanfaat mudah menyimpanmenjual membeli coin transaksi ewallet bank fee nya 5 terima kasih dev reku beruntung menemukan wallet crypto reku indonesia aman terpercaya,"['aplikasi', 'reku', 'aplikasi', 'wallet', 'crypto', 'indonesia', 'benar2', 'bermanfaat', 'mudah', 'menyimpanmenjual', 'membeli', 'coin', 'transaksi', 'ewallet', 'bank', 'fee', 'nya', '5', 'terima', 'kasih', 'dev', 'reku', 'beruntung', 'menemukan', 'wallet', 'crypto', 'reku', 'indonesia', 'aman', 'terpercaya']",aplikasi reku aplikasi wallet crypto indonesia benar2 manfaat mudah menyimpanmenjual beli coin transaksi ewallet bank fee nya 5 terima kasih dev reku untung temu wallet crypto reku indonesia aman percaya,positif,positif,positif
Pengguna Google,5,2024-03-30 00:09:57,"Mengapa pakai Reku, mengingat & Menimbang untuk semua trading, investasi di sektor industri Bitcoin & Crypto, di App Reku bisa di andalkan untuk Modal Hidup jangka Panjang & Pendek. Ayo investasi Jual & Beli di Reku. Di jamin Puas Halal.",mengapa pakai reku mengingat  menimbang untuk semua trading investasi di sektor industri bitcoin  crypto di app reku bisa di andalkan untuk modal hidup jangka panjang  pendek ayo investasi jual  beli di reku di jamin puas halal,pakai reku menimbang trading investasi sektor industri bitcoin crypto app reku andalkan modal hidup jangka pendek ayo investasi jual beli reku jamin puas halal,"['pakai', 'reku', 'menimbang', 'trading', 'investasi', 'sektor', 'industri', 'bitcoin', 'crypto', 'app', 'reku', 'andalkan', 'modal', 'hidup', 'jangka', 'pendek', 'ayo', 'investasi', 'jual', 'beli', 'reku', 'jamin', 'puas', 'halal']",pakai reku timbang trading investasi sektor industri bitcoin crypto app reku andal modal hidup jangka pendek ayo investasi jual beli reku jamin puas halal,positif,positif,positif
Pengguna Google,5,2024-03-29 22:33:43,"Saya senang aplikasi rekeningku ini, penggunaannya simpel mudah dimengerti dan cocok untuk investasi jangka panjang dg meng-hold koin-koin baru. Apa lagi kita ajak kawan-kawan gabung di rekeningku pakai link punya kita. Ketika mereka sudah diverifikasi data dan berteransaksi jual beli. Ini nagihnya, bonus langsung kita WD. Semoga kedepannya semakin memudahkan kita semua. Semangat.",saya senang aplikasi rekeningku ini penggunaannya simpel mudah dimengerti dan cocok untuk investasi jangka panjang dg menghold koinkoin baru apa lagi kita ajak kawankawan gabung di rekeningku pakai link punya kita ketika mereka sudah diverifikasi data dan berteransaksi jual beli ini nagihnya bonus langsung kita wd semoga kedepannya semakin memudahkan kita semua semangat,senang aplikasi rekeningku penggunaannya simpel mudah dimengerti cocok investasi jangka dg menghold koinkoin ajak kawankawan gabung rekeningku pakai link diverifikasi data berteransaksi jual beli nagihnya bonus langsung wd semoga kedepannya memudahkan semangat,"['senang', 'aplikasi', 'rekeningku', 'penggunaannya', 'simpel', 'mudah', 'dimengerti', 'cocok', 'investasi', 'jangka', 'dg', 'menghold', 'koinkoin', 'ajak', 'kawankawan', 'gabung', 'rekeningku', 'pakai', 'link', 'diverifikasi', 'data', 'berteransaksi', 'jual', 'beli', 'nagihnya', 'bonus', 'langsung', 'wd', 'semoga', 'kedepannya', 'memudahkan', 'semangat']",senang aplikasi rekening guna simpel mudah erti cocok investasi jangka dg menghold koinkoin ajak kawankawan gabung rekening pakai link verifikasi data berteransaksi jual beli nagihnya bonus langsung wd moga depan mudah semangat,positif,positif,positif
Pengguna Google,5,2024-03-29 20:58:09,"Luar biasa!!!!! Aplikasi rekeningku patut di perjuangkan😊 sangat berguna dan membantu untuk menyimpan koin kripto, transaksi aman dan lancar, jangan takut ada kendala karena aplikasi ini menyediakan fitur chat juga jika mendapatkan kendala, biaya admin juga sangat murah dan pastinya tidak akan menyesal transaksi koin kripto di Rekeningku #KriptoAmanDiReku Saran untuk reku, hadirkan koin2 krypto yg lebih banyak lagi seperti CORE DAO, jika dapat di perdagangkan juga di reku akan lebih bagus lagi",luar biasa aplikasi rekeningku patut di perjuangkan sangat berguna dan membantu untuk menyimpan koin kripto transaksi aman dan lancar jangan takut ada kendala karena aplikasi ini menyediakan fitur chat juga jika mendapatkan kendala biaya admin juga sangat murah dan pastinya tidak akan menyesal transaksi koin kripto di rekeningku kriptoamandireku saran untuk reku hadirkan koin2 krypto yg lebih banyak lagi seperti core dao jika dapat di perdagangkan juga di reku akan lebih bagus lagi,aplikasi rekeningku patut perjuangkan berguna membantu menyimpan koin kripto transaksi aman lancar takut kendala aplikasi menyediakan fitur chat kendala biaya admin murah pastinya menyesal transaksi koin kripto rekeningku kriptoamandireku saran reku hadirkan koin2 krypto yg core dao perdagangkan reku bagus,"['aplikasi', 'rekeningku', 'patut', 'perjuangkan', 'berguna', 'membantu', 'menyimpan', 'koin', 'kripto', 'transaksi', 'aman', 'lancar', 'takut', 'kendala', 'aplikasi', 'menyediakan', 'fitur', 'chat', 'kendala', 'biaya', 'admin', 'murah', 'pastinya', 'menyesal', 'transaksi', 'koin', 'kripto', 'rekeningku', 'kriptoamandireku', 'saran', 'reku', 'hadirkan', 'koin2', 'krypto', 'yg', 'core', 'dao', 'perdagangkan', 'reku', 'bagus']",aplikasi rekening patut juang guna bantu simpan koin kripto transaksi aman lancar takut kendala aplikasi sedia fitur chat kendala biaya admin murah pasti sesal transaksi koin kripto rekening kriptoamandireku saran reku hadir koin2 krypto yg core dao dagang reku bagus,positif,positif,positif
Pengguna Google,5,2024-03-29 20:15:20,Sangat mengesankan.. Simple sederhana dan mudah digunakan..mudah dipahami.. Ini sangat rekomendasi banget..,sangat mengesankan simple sederhana dan mudah digunakanmudah dipahami ini sangat rekomendasi banget,mengesankan simple sederhana mudah digunakanmudah dipahami rekomendasi banget,"['mengesankan', 'simple', 'sederhana', 'mudah', 'digunakanmudah', 'dipahami', 'rekomendasi', 'banget']",kesan simple sederhana mudah digunakanmudah paham rekomendasi banget,positif,positif,positif
Pengguna Google,5,2024-03-29 19:30:05,"Rekeningku adalah aplikasi yang sangat bagus dan sangat luar biasa, fitur sangat mudah dipahami, pendaftaran dan verifikasi kyc juga sangat mudah dan mudah dipahami, programnya juga banyak, Rekeningku juga sangat ringan dan tidak membebani android versi lama . Sejauh ini, saya sangat merekomendasikan🎉🎉🎉 🎁🎁🎁",rekeningku adalah aplikasi yang sangat bagus dan sangat luar biasa fitur sangat mudah dipahami pendaftaran dan verifikasi kyc juga sangat mudah dan mudah dipahami programnya juga banyak rekeningku juga sangat ringan dan tidak membebani android versi lama  sejauh ini saya sangat merekomendasikan ,rekeningku aplikasi bagus fitur mudah dipahami pendaftaran verifikasi kyc mudah mudah dipahami programnya rekeningku ringan membebani android versi merekomendasikan,"['rekeningku', 'aplikasi', 'bagus', 'fitur', 'mudah', 'dipahami', 'pendaftaran', 'verifikasi', 'kyc', 'mudah', 'mudah', 'dipahami', 'programnya', 'rekeningku', 'ringan', 'membebani', 'android', 'versi', 'merekomendasikan']",rekening aplikasi bagus fitur mudah paham daftar verifikasi kyc mudah mudah paham program rekening ringan beban android versi rekomendasi,positif,positif,positif
Pengguna Google,5,2024-03-29 19:22:06,Saya sudah mencoba beberapa dompet crypto . Yang terbaik rekeningku. Maaatap REKENINGKU ...!,saya sudah mencoba beberapa dompet crypto  yang terbaik rekeningku maaatap rekeningku ,mencoba dompet crypto terbaik rekeningku maaatap rekeningku,"['mencoba', 'dompet', 'crypto', 'terbaik', 'rekeningku', 'maaatap', 'rekeningku']",coba dompet crypto baik rekening maaatap rekening,positif,positif,positif
Pengguna Google,5,2024-03-29 18:14:02,"Tampilannya sangat user friendly bagi pemula yang mau investasi di Cripto, dan transaksi jual beli yang mudah",tampilannya sangat user friendly bagi pemula yang mau investasi di cripto dan transaksi jual beli yang mudah,tampilannya user friendly pemula investasi cripto transaksi jual beli mudah,"['tampilannya', 'user', 'friendly', 'pemula', 'investasi', 'cripto', 'transaksi', 'jual', 'beli', 'mudah']",tampil user friendly mula investasi cripto transaksi jual beli mudah,positif,positif,positif
Pengguna Google,5,2024-03-29 17:24:03,"Dompet crypto paling favorit, dari waktu namanya masih rekeningku sampe jadi reku tetep favorit karena fiturnya yang mudah dan nyaman digunakan, dulu awal belajar crypto waktu masih covid, reku inilah yang paling banyak ngebantu. Reku juga exchange, transfer, depositnya semuanya cepet meskipun fee-nya lumayan gede sih tapi tetep okk buat transaksi, trus apalagi sekarang ada fitur REKUIZnya bisa buat ngelatih skill sama dapetin cuan tambahan. Overall bagus banget aplikasi ini rekomended pokoknya.",dompet crypto paling favorit dari waktu namanya masih rekeningku sampe jadi reku tetep favorit karena fiturnya yang mudah dan nyaman digunakan dulu awal belajar crypto waktu masih covid reku inilah yang paling banyak ngebantu reku juga exchange transfer depositnya semuanya cepet meskipun feenya lumayan gede sih tapi tetep okk buat transaksi trus apalagi sekarang ada fitur rekuiznya bisa buat ngelatih skill sama dapetin cuan tambahan overall bagus banget aplikasi ini rekomended pokoknya,dompet crypto favorit namanya rekeningku sampe reku tetep favorit fiturnya mudah nyaman belajar crypto covid reku ngebantu reku exchange transfer depositnya cepet feenya lumayan gede sih tetep okk transaksi trus fitur rekuiznya ngelatih skill dapetin cuan tambahan overall bagus banget aplikasi rekomended pokoknya,"['dompet', 'crypto', 'favorit', 'namanya', 'rekeningku', 'sampe', 'reku', 'tetep', 'favorit', 'fiturnya', 'mudah', 'nyaman', 'belajar', 'crypto', 'covid', 'reku', 'ngebantu', 'reku', 'exchange', 'transfer', 'depositnya', 'cepet', 'feenya', 'lumayan', 'gede', 'sih', 'tetep', 'okk', 'transaksi', 'trus', 'fitur', 'rekuiznya', 'ngelatih', 'skill', 'dapetin', 'cuan', 'tambahan', 'overall', 'bagus', 'banget', 'aplikasi', 'rekomended', 'pokoknya']",dompet crypto favorit nama rekening sampe reku tetep favorit fiturnya mudah nyaman ajar crypto covid reku ngebantu reku exchange transfer deposit cepet feenya lumayan gede sih tetep okk transaksi trus fitur rekuiznya ngelatih skill dapetin cuan tambah overall bagus banget aplikasi rekomended pokok,positif,positif,positif
Pengguna Google,5,2024-03-29 17:20:20,"simple dan mudah trading crypto menggunakan di exchange reku , fiturnya mudah , token selalu update banyak misi quiz jg kembangkan lg ya fiturnya",simple dan mudah trading crypto menggunakan di exchange reku  fiturnya mudah  token selalu update banyak misi quiz jg kembangkan lg ya fiturnya,simple mudah trading crypto exchange reku fiturnya mudah token update misi quiz jg kembangkan lg ya fiturnya,"['simple', 'mudah', 'trading', 'crypto', 'exchange', 'reku', 'fiturnya', 'mudah', 'token', 'update', 'misi', 'quiz', 'jg', 'kembangkan', 'lg', 'ya', 'fiturnya']",simple mudah trading crypto exchange reku fiturnya mudah token update misi quiz jg kembang lg ya fiturnya,positif,positif,positif
Pengguna Google,5,2024-03-29 17:18:53,Salah satu wallet yang rekomendasi untuk pasar crypto,salah satu wallet yang rekomendasi untuk pasar crypto,salah wallet rekomendasi pasar crypto,"['salah', 'wallet', 'rekomendasi', 'pasar', 'crypto']",salah wallet rekomendasi pasar crypto,positif,positif,positif
Pengguna Google,5,2024-03-29 17:14:36,"Awal mula pakai REKU ditahun 2020, namanya saat itu masih ""rekeningku"". disaat market pump & dump, sama sekali tdk berpengaruh ke performa reku saat itu, hingga saat ini masih setia pakai reku, apalagi sekarang makin banyak fitur2nya yg membantu buat ngeliat besar kecil nya profit & lost tiap2 koin. Belum lagi selalu uptodate listing koin2 yg projectnya lagi hype. Pokoknya keren banget reku sekarang. Cocok banget buat trader/investor pemula maupun profesional.",awal mula pakai reku ditahun 2020 namanya saat itu masih rekeningku disaat market pump  dump sama sekali tdk berpengaruh ke performa reku saat itu hingga saat ini masih setia pakai reku apalagi sekarang makin banyak fitur2nya yg membantu buat ngeliat besar kecil nya profit  lost tiap2 koin belum lagi selalu uptodate listing koin2 yg projectnya lagi hype pokoknya keren banget reku sekarang cocok banget buat traderinvestor pemula maupun profesional,pakai reku ditahun 2020 namanya rekeningku disaat market pump dump tdk berpengaruh performa reku setia pakai reku fitur2nya yg membantu ngeliat nya profit lost tiap2 koin uptodate listing koin2 yg projectnya hype pokoknya keren banget reku cocok banget traderinvestor pemula profesional,"['pakai', 'reku', 'ditahun', '2020', 'namanya', 'rekeningku', 'disaat', 'market', 'pump', 'dump', 'tdk', 'berpengaruh', 'performa', 'reku', 'setia', 'pakai', 'reku', 'fitur2nya', 'yg', 'membantu', 'ngeliat', 'nya', 'profit', 'lost', 'tiap2', 'koin', 'uptodate', 'listing', 'koin2', 'yg', 'projectnya', 'hype', 'pokoknya', 'keren', 'banget', 'reku', 'cocok', 'banget', 'traderinvestor', 'pemula', 'profesional']",pakai reku tahun 2020 nama rekening saat market pump dump tdk pengaruh performa reku setia pakai reku fitur2nya yg bantu ngeliat nya profit lost tiap2 koin uptodate listing koin2 yg projectnya hype pokok keren banget reku cocok banget traderinvestor mula profesional,positif,positif,positif
Pengguna Google,5,2024-03-29 17:00:22,"Sy suka dengan ""LEARNING HUB"" di Rekeningku, yang lengkap dengan tutorial aplikasi sehingga lebih mudah untuk menjalankan aplikasi Rekening, dan jg ada ""Analisis"" untuk memperoleh update info mengenai perkembangan kripto saat ini. Semoga nantinya semakin banyak koin/token yg sdg trending bs lbh cepat launching di Rekeningku agar tidak ketinggalan ""cuan"" .. gass keun 🔥💰 🙂",sy suka dengan learning hub di rekeningku yang lengkap dengan tutorial aplikasi sehingga lebih mudah untuk menjalankan aplikasi rekening dan jg ada analisis untuk memperoleh update info mengenai perkembangan kripto saat ini semoga nantinya semakin banyak kointoken yg sdg trending bs lbh cepat launching di rekeningku agar tidak ketinggalan cuan  gass keun  ,sy suka learning hub rekeningku lengkap tutorial aplikasi mudah menjalankan aplikasi rekening jg analisis memperoleh update info perkembangan kripto semoga kointoken yg sdg trending bs lbh cepat launching rekeningku ketinggalan cuan gass keun,"['sy', 'suka', 'learning', 'hub', 'rekeningku', 'lengkap', 'tutorial', 'aplikasi', 'mudah', 'menjalankan', 'aplikasi', 'rekening', 'jg', 'analisis', 'memperoleh', 'update', 'info', 'perkembangan', 'kripto', 'semoga', 'kointoken', 'yg', 'sdg', 'trending', 'bs', 'lbh', 'cepat', 'launching', 'rekeningku', 'ketinggalan', 'cuan', 'gass', 'keun']",sy suka learning hub rekening lengkap tutorial aplikasi mudah jalan aplikasi rekening jg analisis oleh update info kembang kripto moga kointoken yg sdg trending bs lbh cepat launching rekening tinggal cuan gass keun,positif,positif,positif
Pengguna Google,5,2024-03-29 16:55:01,"Seneng bisa ketemu aplikasi invest reku, ngebantu banget bagi pemula yang baru terjun di crypto karena adanya fitur candle stick dan ada track record nya. Mempermudah pemula untuk belajar lebih jauh di market.",seneng bisa ketemu aplikasi invest reku ngebantu banget bagi pemula yang baru terjun di crypto karena adanya fitur candle stick dan ada track record nya mempermudah pemula untuk belajar lebih jauh di market,seneng ketemu aplikasi invest reku ngebantu banget pemula terjun crypto fitur candle stick track record nya mempermudah pemula belajar market,"['seneng', 'ketemu', 'aplikasi', 'invest', 'reku', 'ngebantu', 'banget', 'pemula', 'terjun', 'crypto', 'fitur', 'candle', 'stick', 'track', 'record', 'nya', 'mempermudah', 'pemula', 'belajar', 'market']",neng ketemu aplikasi invest reku ngebantu banget mula terjun crypto fitur candle stick track record nya mudah mula ajar market,positif,positif,positif
Pengguna Google,5,2024-03-29 16:52:58,sangat bermanfaat dan membantumu menjadi investor,sangat bermanfaat dan membantumu menjadi investor,bermanfaat membantumu investor,"['bermanfaat', 'membantumu', 'investor']",manfaat bantu investor,positif,positif,positif
