userName,score,at,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed,Label
Pengguna Google,5,2022-08-17 20:09:26,"Aplikasi bagus dan mudah dipahami , proses deposit dan WD cepat , investasi jangka panjang yang menjanjikan",aplikasi bagus dan mudah dipahami  proses deposit dan wd cepat  investasi jangka panjang yang menjanjikan,aplikasi bagus mudah dipahami proses deposit wd cepat investasi jangka menjanjikan,"['aplikasi', 'bagus', 'mudah', 'dipahami', 'proses', 'deposit', 'wd', 'cepat', 'investasi', 'jangka', 'menjanjikan']",aplikasi bagus mudah paham proses deposit wd cepat investasi jangka janji,positif
Pengguna Google,5,2022-08-17 20:08:47,"Aplikasi yg mudah dipahami dan aman untuk menyimpan aset crypto dan mudah WD tanpa ribet, terimakasih rekeningku #KriptoAmanDiReku",aplikasi yg mudah dipahami dan aman untuk menyimpan aset crypto dan mudah wd tanpa ribet terimakasih rekeningku kriptoamandireku,aplikasi yg mudah dipahami aman menyimpan aset crypto mudah wd ribet terimakasih rekeningku kriptoamandireku,"['aplikasi', 'yg', 'mudah', 'dipahami', 'aman', 'menyimpan', 'aset', 'crypto', 'mudah', 'wd', 'ribet', 'terimakasih', 'rekeningku', 'kriptoamandireku']",aplikasi yg mudah paham aman simpan aset crypto mudah wd ribet terimakasih rekening kriptoamandireku,positif
Pengguna Google,5,2022-08-17 20:08:10,"Main trading di reku aman dan mudah banget buat pemula, bener2 rekomend deh , the best .... Mau trading cepet cuan.di reku aja 🙏😁🥰 MERDEKA MERDEKA MERDEKA!!!!!! #KriptoAmanDiReku",main trading di reku aman dan mudah banget buat pemula bener2 rekomend deh  the best  mau trading cepet cuandi reku aja  merdeka merdeka merdeka kriptoamandireku,main trading reku aman mudah banget pemula bener2 rekomend deh the best trading cepet cuandi reku aja merdeka merdeka merdeka kriptoamandireku,"['main', 'trading', 'reku', 'aman', 'mudah', 'banget', 'pemula', 'bener2', 'rekomend', 'deh', 'the', 'best', 'trading', 'cepet', 'cuandi', 'reku', 'aja', 'merdeka', 'merdeka', 'merdeka', 'kriptoamandireku']",main trading reku aman mudah banget mula bener2 rekomend deh the best trading cepet cuandi reku aja merdeka merdeka merdeka kriptoamandireku,positif
Pengguna Google,5,2022-08-17 20:07:29,"Tampilannya keren, mudah dipahami, jelas legalitasnya... #KriptoAmanDiReku",tampilannya keren mudah dipahami jelas legalitasnya kriptoamandireku,tampilannya keren mudah dipahami legalitasnya kriptoamandireku,"['tampilannya', 'keren', 'mudah', 'dipahami', 'legalitasnya', 'kriptoamandireku']",tampil keren mudah paham legalitas kriptoamandireku,positif
Pengguna Google,5,2022-08-17 20:06:53,"Beli saham di rekeningku sangat bagus, simpel dan mudah di gunakan. Pokoknya mantapp.. rinciannya sangat jelas dn sudah teedaftar di bappepti. #KriptoAmanDiRekeningku",beli saham di rekeningku sangat bagus simpel dan mudah di gunakan pokoknya mantapp rinciannya sangat jelas dn sudah teedaftar di bappepti kriptoamandirekeningku,beli saham rekeningku bagus simpel mudah pokoknya mantapp rinciannya dn teedaftar bappepti kriptoamandirekeningku,"['beli', 'saham', 'rekeningku', 'bagus', 'simpel', 'mudah', 'pokoknya', 'mantapp', 'rinciannya', 'dn', 'teedaftar', 'bappepti', 'kriptoamandirekeningku']",beli saham rekening bagus simpel mudah pokok mantapp rinciannya dn teedaftar bappepti kriptoamandirekeningku,positif
Pengguna Google,5,2022-08-17 20:06:51,"Banyak peningkatan semoga tambah maju, dan sukses rekeningku #KriptoAmanDiReku",banyak peningkatan semoga tambah maju dan sukses rekeningku kriptoamandireku,peningkatan semoga maju sukses rekeningku kriptoamandireku,"['peningkatan', 'semoga', 'maju', 'sukses', 'rekeningku', 'kriptoamandireku']",tingkat moga maju sukses rekening kriptoamandireku,positif
Pengguna Google,5,2022-08-17 20:06:49,"Kripto Milenial Aman, Mudah, Nyaman. Aplikasi Trading Kripto yang Mudah Penggunaannya, Dengan Dompet yang Aman terintegrasi Jaringan Serta Nyaman Karena Interfacenya Mudah Dimengerti untuk Pemula. Tunggu Apa Lagi? Download dan Segera Dagang Koin Kripto mu di RekeningKu. #KriptoAmanDiReku",kripto milenial aman mudah nyaman aplikasi trading kripto yang mudah penggunaannya dengan dompet yang aman terintegrasi jaringan serta nyaman karena interfacenya mudah dimengerti untuk pemula tunggu apa lagi download dan segera dagang koin kripto mu di rekeningku kriptoamandireku,kripto milenial aman mudah nyaman aplikasi trading kripto mudah penggunaannya dompet aman terintegrasi jaringan nyaman interfacenya mudah dimengerti pemula tunggu download dagang koin kripto mu rekeningku kriptoamandireku,"['kripto', 'milenial', 'aman', 'mudah', 'nyaman', 'aplikasi', 'trading', 'kripto', 'mudah', 'penggunaannya', 'dompet', 'aman', 'terintegrasi', 'jaringan', 'nyaman', 'interfacenya', 'mudah', 'dimengerti', 'pemula', 'tunggu', 'download', 'dagang', 'koin', 'kripto', 'mu', 'rekeningku', 'kriptoamandireku']",kripto milenial aman mudah nyaman aplikasi trading kripto mudah guna dompet aman integrasi jaring nyaman interfacenya mudah erti mula tunggu download dagang koin kripto mu rekening kriptoamandireku,positif
Pengguna Google,5,2022-08-17 20:06:48,Aplikasi trading teraman dan mudah untuk dilakukan..walaupun awal nya susah untuk pendaftaran tapi itu demi keamanan akun kita di rekeningku...#KriptoAmanDiReku,aplikasi trading teraman dan mudah untuk dilakukanwalaupun awal nya susah untuk pendaftaran tapi itu demi keamanan akun kita di rekeningkukriptoamandireku,aplikasi trading teraman mudah dilakukanwalaupun nya susah pendaftaran keamanan akun rekeningkukriptoamandireku,"['aplikasi', 'trading', 'teraman', 'mudah', 'dilakukanwalaupun', 'nya', 'susah', 'pendaftaran', 'keamanan', 'akun', 'rekeningkukriptoamandireku']",aplikasi trading ram mudah dilakukanwalaupun nya susah daftar aman akun rekeningkukriptoamandireku,positif
Pengguna Google,5,2022-08-17 20:06:33,"Transaksi direkeningku lancar dan mudah diakses, sukses selalu rekeningku...",transaksi direkeningku lancar dan mudah diakses sukses selalu rekeningku,transaksi direkeningku lancar mudah diakses sukses rekeningku,"['transaksi', 'direkeningku', 'lancar', 'mudah', 'diakses', 'sukses', 'rekeningku']",transaksi rekening lancar mudah akses sukses rekening,positif
Pengguna Google,5,2022-08-17 20:06:24,Rekeningku joss,rekeningku joss,rekeningku joss,"['rekeningku', 'joss']",rekening joss,positif
Pengguna Google,5,2022-08-17 20:06:01,"#KriptoAmanDiReku Sesuai dengan tagar nya,rekeningku masih menjadi andalanku😉 Sedikit saran sich untuk menambahkan coin dengan fundamental yang bagus,untuk yang semua sudah ok,penarikan real time😉 #KriptoAmanDiReku",kriptoamandireku sesuai dengan tagar nyarekeningku masih menjadi andalanku sedikit saran sich untuk menambahkan coin dengan fundamental yang bagusuntuk yang semua sudah okpenarikan real time kriptoamandireku,kriptoamandireku sesuai tagar nyarekeningku andalanku saran sich coin fundamental bagusuntuk okpenarikan real time kriptoamandireku,"['kriptoamandireku', 'sesuai', 'tagar', 'nyarekeningku', 'andalanku', 'saran', 'sich', 'coin', 'fundamental', 'bagusuntuk', 'okpenarikan', 'real', 'time', 'kriptoamandireku']",kriptoamandireku sesuai tagar nyarekeningku andal saran sich coin fundamental bagusuntuk okpenarikan real time kriptoamandireku,positif
Pengguna Google,5,2022-08-17 20:05:36,"#KriptoAmanDiRekku sangat puas wd cepat Fee...nya sangat ringan...,mudah untuk di gunakan...,#TopRekeningku",kriptoamandirekku sangat puas wd cepat feenya sangat ringanmudah untuk di gunakantoprekeningku,kriptoamandirekku puas wd cepat feenya ringanmudah gunakantoprekeningku,"['kriptoamandirekku', 'puas', 'wd', 'cepat', 'feenya', 'ringanmudah', 'gunakantoprekeningku']",kriptoamandirekku puas wd cepat feenya ringanmudah gunakantoprekeningku,positif
Pengguna Google,5,2022-08-17 20:05:03,Rekeningku emang juara dah. #KriptoAmanDiReku,rekeningku emang juara dah kriptoamandireku,rekeningku emang juara dah kriptoamandireku,"['rekeningku', 'emang', 'juara', 'dah', 'kriptoamandireku']",rekening emang juara dah kriptoamandireku,positif
Pengguna Google,5,2022-08-17 20:04:45,Mantap sekali geng kita bisa langsung lihat pertukaran crypto ke idr mantap lah #kriptoAmanDiReku,mantap sekali geng kita bisa langsung lihat pertukaran crypto ke idr mantap lah kriptoamandireku,mantap geng langsung lihat pertukaran crypto idr mantap kriptoamandireku,"['mantap', 'geng', 'langsung', 'lihat', 'pertukaran', 'crypto', 'idr', 'mantap', 'kriptoamandireku']",mantap geng langsung lihat tukar crypto idr mantap kriptoamandireku,positif
Pengguna Google,5,2022-08-17 20:04:11,#Crypto Aman di Rekeningku,crypto aman di rekeningku,crypto aman rekeningku,"['crypto', 'aman', 'rekeningku']",crypto aman rekening,positif
Pengguna Google,5,2022-08-17 20:03:37,Good wallet. Easy to use.,good wallet easy to use,good wallet easy to use,"['good', 'wallet', 'easy', 'to', 'use']",good wallet easy to use,positif
Pengguna Google,5,2022-08-17 20:03:27,"selama 4 tahun kripto saya aman sampai saat ini, dan saya sangat puas sekali !!! terima kasih Reku #KriptoAmanDiReku",selama 4 tahun kripto saya aman sampai saat ini dan saya sangat puas sekali  terima kasih reku kriptoamandireku,4 kripto aman puas terima kasih reku kriptoamandireku,"['4', 'kripto', 'aman', 'puas', 'terima', 'kasih', 'reku', 'kriptoamandireku']",4 kripto aman puas terima kasih reku kriptoamandireku,positif
Pengguna Google,5,2022-08-17 20:03:26,Dengan Aplikasi Rekeningku aku mulai belajar main crypto dan mengetahui investasi crypto yang awalnya gak tau apa apa 🙏🏻👍🏻 #KriptoAmanDiReku,dengan aplikasi rekeningku aku mulai belajar main crypto dan mengetahui investasi crypto yang awalnya gak tau apa apa  kriptoamandireku,aplikasi rekeningku belajar main crypto investasi crypto gak tau kriptoamandireku,"['aplikasi', 'rekeningku', 'belajar', 'main', 'crypto', 'investasi', 'crypto', 'gak', 'tau', 'kriptoamandireku']",aplikasi rekening ajar main crypto investasi crypto gak tau kriptoamandireku,positif
Pengguna Google,5,2022-08-17 20:03:15,Aplikasi Walet Crypto terbaik. Setiap penarikan yang saya lakukan slalu cepat dengan fee yang rendah. WD hanya butuh beberapa menit langsung bisa cair di bank. Semoga kedepannya RekeningKu bisa lebih baik lagi dan lagi.,aplikasi walet crypto terbaik setiap penarikan yang saya lakukan slalu cepat dengan fee yang rendah wd hanya butuh beberapa menit langsung bisa cair di bank semoga kedepannya rekeningku bisa lebih baik lagi dan lagi,aplikasi walet crypto terbaik penarikan lakukan slalu cepat fee rendah wd butuh menit langsung cair bank semoga kedepannya rekeningku,"['aplikasi', 'walet', 'crypto', 'terbaik', 'penarikan', 'lakukan', 'slalu', 'cepat', 'fee', 'rendah', 'wd', 'butuh', 'menit', 'langsung', 'cair', 'bank', 'semoga', 'kedepannya', 'rekeningku']",aplikasi walet crypto baik tari laku slalu cepat fee rendah wd butuh menit langsung cair bank moga depan rekening,positif
Pengguna Google,5,2022-08-17 20:02:27,"Pasar Kripto Rekomendasi, Buat Kamu Penggguna Kripto Lebih Aman Dan Simpel Berdagang Di Rekeningku. Kelebihan Nya 1. Beda Harga nya Gk Signifikan. 2. Biaya Withdraw Murah Banget Cuman 6500 rupiah. 3. Withdraw Cepet Dan Gak Ribet. Mantap Deh Buat Saya Pribadi Mah. #KriptoAmanDiReku",pasar kripto rekomendasi buat kamu penggguna kripto lebih aman dan simpel berdagang di rekeningku kelebihan nya 1 beda harga nya gk signifikan 2 biaya withdraw murah banget cuman 6500 rupiah 3 withdraw cepet dan gak ribet mantap deh buat saya pribadi mah kriptoamandireku,pasar kripto rekomendasi penggguna kripto aman simpel berdagang rekeningku kelebihan nya 1 beda harga nya gk signifikan 2 biaya withdraw murah banget cuman 6500 rupiah 3 withdraw cepet gak ribet mantap deh pribadi mah kriptoamandireku,"['pasar', 'kripto', 'rekomendasi', 'penggguna', 'kripto', 'aman', 'simpel', 'berdagang', 'rekeningku', 'kelebihan', 'nya', '1', 'beda', 'harga', 'nya', 'gk', 'signifikan', '2', 'biaya', 'withdraw', 'murah', 'banget', 'cuman', '6500', 'rupiah', '3', 'withdraw', 'cepet', 'gak', 'ribet', 'mantap', 'deh', 'pribadi', 'mah', 'kriptoamandireku']",pasar kripto rekomendasi penggguna kripto aman simpel dagang rekening lebih nya 1 beda harga nya gk signifikan 2 biaya withdraw murah banget cuman 6500 rupiah 3 withdraw cepet gak ribet mantap deh pribadi mah kriptoamandireku,positif
Pengguna Google,5,2022-08-17 20:02:14,Mantap sangat memudahkan saya dalam jual beli crypto..aplikasi sudah bagus ditingkatkan lagi kualitas nya,mantap sangat memudahkan saya dalam jual beli cryptoaplikasi sudah bagus ditingkatkan lagi kualitas nya,mantap memudahkan jual beli cryptoaplikasi bagus ditingkatkan kualitas nya,"['mantap', 'memudahkan', 'jual', 'beli', 'cryptoaplikasi', 'bagus', 'ditingkatkan', 'kualitas', 'nya']",mantap mudah jual beli cryptoaplikasi bagus tingkat kualitas nya,positif
Pengguna Google,5,2022-08-17 20:01:36,Aplikasi yang sangat bagus... Saya suka aplikasi ini karena mudah untuk jual beli aset crypto... Dan biaya withdrau yang sangat murah... Sukses selalu rekeningku #KriptoAmanDiReku,aplikasi yang sangat bagus saya suka aplikasi ini karena mudah untuk jual beli aset crypto dan biaya withdrau yang sangat murah sukses selalu rekeningku kriptoamandireku,aplikasi bagus suka aplikasi mudah jual beli aset crypto biaya withdrau murah sukses rekeningku kriptoamandireku,"['aplikasi', 'bagus', 'suka', 'aplikasi', 'mudah', 'jual', 'beli', 'aset', 'crypto', 'biaya', 'withdrau', 'murah', 'sukses', 'rekeningku', 'kriptoamandireku']",aplikasi bagus suka aplikasi mudah jual beli aset crypto biaya withdrau murah sukses rekening kriptoamandireku,positif
Pengguna Google,5,2022-08-17 20:01:29,jossss,jossss,jossss,['jossss'],jossss,positif
Pengguna Google,5,2022-08-17 20:01:25,Aplikasi ini sangat gampang di gunakan. Dan proses pencairan nya pun cepat. Tdk menyesal pakai aplikasi ini utk main krypto #KriptoAmanDiReku,aplikasi ini sangat gampang di gunakan dan proses pencairan nya pun cepat tdk menyesal pakai aplikasi ini utk main krypto kriptoamandireku,aplikasi gampang proses pencairan nya cepat tdk menyesal pakai aplikasi utk main krypto kriptoamandireku,"['aplikasi', 'gampang', 'proses', 'pencairan', 'nya', 'cepat', 'tdk', 'menyesal', 'pakai', 'aplikasi', 'utk', 'main', 'krypto', 'kriptoamandireku']",aplikasi gampang proses cair nya cepat tdk sesal pakai aplikasi utk main krypto kriptoamandireku,positif
Pengguna Google,5,2022-08-17 20:01:14,"Aplikasi Rekeningku merupakan aplikasi terbaik Yang pernah saya pake, terutama Untuk trading Banyak sekali Pilihan coin Yang ingin kita tradingkan, oh ya satu lagi Penarikan juga sangat cepat Dimanapun kapanpun Bisa menarik asset Kripto Yang kita mau #KriptoAmanDiReku",aplikasi rekeningku merupakan aplikasi terbaik yang pernah saya pake terutama untuk trading banyak sekali pilihan coin yang ingin kita tradingkan oh ya satu lagi penarikan juga sangat cepat dimanapun kapanpun bisa menarik asset kripto yang kita mau kriptoamandireku,aplikasi rekeningku aplikasi terbaik pake trading pilihan coin tradingkan oh ya penarikan cepat dimanapun menarik asset kripto kriptoamandireku,"['aplikasi', 'rekeningku', 'aplikasi', 'terbaik', 'pake', 'trading', 'pilihan', 'coin', 'tradingkan', 'oh', 'ya', 'penarikan', 'cepat', 'dimanapun', 'menarik', 'asset', 'kripto', 'kriptoamandireku']",aplikasi rekening aplikasi baik pake trading pilih coin tradingkan oh ya tari cepat mana tarik asset kripto kriptoamandireku,positif
Pengguna Google,5,2022-08-17 20:00:45,"Salah satu dompet kripto terbesar di Indonesia, dan juga di awasi oleh Kominfo, jadi jangan kuatir, atau ragu, sudah pasti aman. #KriptoAmanDiReku",salah satu dompet kripto terbesar di indonesia dan juga di awasi oleh kominfo jadi jangan kuatir atau ragu sudah pasti aman kriptoamandireku,salah dompet kripto terbesar indonesia awasi kominfo kuatir ragu aman kriptoamandireku,"['salah', 'dompet', 'kripto', 'terbesar', 'indonesia', 'awasi', 'kominfo', 'kuatir', 'ragu', 'aman', 'kriptoamandireku']",salah dompet kripto besar indonesia awas kominfo kuatir ragu aman kriptoamandireku,positif
Pengguna Google,5,2022-08-17 20:00:43,"#KriptoAmanDiReku,Aplikasi jual beli kripto yang simple untuk membeli dan menjual,tidak ribet,cm kadang ada kendala dlam proses jual kadang2 ada penundaan,Mohon kepada pihak pengelola untuk mempercepat proses jual beli dalam hitungan menit.Terima kasih,sukses selalu REKENINGKU",kriptoamandirekuaplikasi jual beli kripto yang simple untuk membeli dan menjualtidak ribetcm kadang ada kendala dlam proses jual kadang2 ada penundaanmohon kepada pihak pengelola untuk mempercepat proses jual beli dalam hitungan menitterima kasihsukses selalu rekeningku,kriptoamandirekuaplikasi jual beli kripto simple membeli menjualtidak ribetcm kadang kendala dlam proses jual kadang2 penundaanmohon pengelola mempercepat proses jual beli hitungan menitterima kasihsukses rekeningku,"['kriptoamandirekuaplikasi', 'jual', 'beli', 'kripto', 'simple', 'membeli', 'menjualtidak', 'ribetcm', 'kadang', 'kendala', 'dlam', 'proses', 'jual', 'kadang2', 'penundaanmohon', 'pengelola', 'mempercepat', 'proses', 'jual', 'beli', 'hitungan', 'menitterima', 'kasihsukses', 'rekeningku']",kriptoamandirekuaplikasi jual beli kripto simple beli menjualtidak ribetcm kadang kendala dlam proses jual kadang2 penundaanmohon kelola cepat proses jual beli hitung menitterima kasihsukses rekening,positif
Pengguna Google,5,2022-08-17 20:00:26,"Sangat mudah dan nyaman dipakai, sangat aman untuk investasi coin. Terima Kasih #KriptoAmanDiReku",sangat mudah dan nyaman dipakai sangat aman untuk investasi coin terima kasih kriptoamandireku,mudah nyaman dipakai aman investasi coin terima kasih kriptoamandireku,"['mudah', 'nyaman', 'dipakai', 'aman', 'investasi', 'coin', 'terima', 'kasih', 'kriptoamandireku']",mudah nyaman pakai aman investasi coin terima kasih kriptoamandireku,positif
Pengguna Google,5,2022-08-17 19:59:49,"#KriptoAmandiRekKu, aplikasi mantap selalu lancar saat transaksi, (jual-beli- bahkan withdraw) semoga tetap konsisten dengan layanan terbaiknya. Tq REKENINGKU. #KriptoAmandiRekKu",kriptoamandirekku aplikasi mantap selalu lancar saat transaksi jualbeli bahkan withdraw semoga tetap konsisten dengan layanan terbaiknya tq rekeningku kriptoamandirekku,kriptoamandirekku aplikasi mantap lancar transaksi jualbeli withdraw semoga konsisten layanan terbaiknya tq rekeningku kriptoamandirekku,"['kriptoamandirekku', 'aplikasi', 'mantap', 'lancar', 'transaksi', 'jualbeli', 'withdraw', 'semoga', 'konsisten', 'layanan', 'terbaiknya', 'tq', 'rekeningku', 'kriptoamandirekku']",kriptoamandirekku aplikasi mantap lancar transaksi jualbeli withdraw moga konsisten layan baik tq rekening kriptoamandirekku,positif
Pengguna Google,5,2022-08-17 19:59:42,"Sangat bagus aplikasi ini, aman untuk pengguna, semoga aplikasi ini tahan sampai anak cucu, #KriptoAmanDiReku",sangat bagus aplikasi ini aman untuk pengguna semoga aplikasi ini tahan sampai anak cucu kriptoamandireku,bagus aplikasi aman pengguna semoga aplikasi tahan anak cucu kriptoamandireku,"['bagus', 'aplikasi', 'aman', 'pengguna', 'semoga', 'aplikasi', 'tahan', 'anak', 'cucu', 'kriptoamandireku']",bagus aplikasi aman guna moga aplikasi tahan anak cucu kriptoamandireku,positif
Pengguna Google,5,2022-08-17 19:59:42,sangat baik,sangat baik,,[],,positif
Pengguna Google,5,2022-08-17 19:59:32,Luar biasa apk nya mudah.sangat membantu bagi saya.. #KriptoAmanDiReku,luar biasa apk nya mudahsangat membantu bagi saya kriptoamandireku,apk nya mudahsangat membantu kriptoamandireku,"['apk', 'nya', 'mudahsangat', 'membantu', 'kriptoamandireku']",apk nya mudahsangat bantu kriptoamandireku,positif
Pengguna Google,5,2022-08-17 19:59:18,Aplikasi rekeningku...aplikasi yg rekomendasi untuk jual beli #aset crypto. Sudah beberapa kalo WD hanya dalam waktu 10 menit sudah masuk ke rekening saya. Pertahankan dan terus maju menjadi aplikasi jual beli #aset crypto,aplikasi rekeningkuaplikasi yg rekomendasi untuk jual beli aset crypto sudah beberapa kalo wd hanya dalam waktu 10 menit sudah masuk ke rekening saya pertahankan dan terus maju menjadi aplikasi jual beli aset crypto,aplikasi rekeningkuaplikasi yg rekomendasi jual beli aset crypto kalo wd 10 menit masuk rekening pertahankan maju aplikasi jual beli aset crypto,"['aplikasi', 'rekeningkuaplikasi', 'yg', 'rekomendasi', 'jual', 'beli', 'aset', 'crypto', 'kalo', 'wd', '10', 'menit', 'masuk', 'rekening', 'pertahankan', 'maju', 'aplikasi', 'jual', 'beli', 'aset', 'crypto']",aplikasi rekeningkuaplikasi yg rekomendasi jual beli aset crypto kalo wd 10 menit masuk rekening tahan maju aplikasi jual beli aset crypto,positif
Pengguna Google,5,2022-08-17 19:59:08,"Apk rekeningku adalah apk trader yang mudah dan simple bagi trader pemula, dan pastinya aman.",apk rekeningku adalah apk trader yang mudah dan simple bagi trader pemula dan pastinya aman,apk rekeningku apk trader mudah simple trader pemula pastinya aman,"['apk', 'rekeningku', 'apk', 'trader', 'mudah', 'simple', 'trader', 'pemula', 'pastinya', 'aman']",apk rekening apk trader mudah simple trader mula pasti aman,positif
Pengguna Google,5,2022-08-17 19:58:36,"Bagus sih untuk melihat naik turunnya, cuman pas mau beli agak lama responnya, mohon untuk mau beli bisa di percepat sostemnya, Terima kasih",bagus sih untuk melihat naik turunnya cuman pas mau beli agak lama responnya mohon untuk mau beli bisa di percepat sostemnya terima kasih,bagus sih turunnya cuman pas beli responnya mohon beli percepat sostemnya terima kasih,"['bagus', 'sih', 'turunnya', 'cuman', 'pas', 'beli', 'responnya', 'mohon', 'beli', 'percepat', 'sostemnya', 'terima', 'kasih']",bagus sih turun cuman pas beli responnya mohon beli cepat sostemnya terima kasih,positif
Pengguna Google,5,2022-08-17 19:57:58,"Aplikasinya sangat bagus,aplikasi ini sangat membantu saya dalam membeli dan menjual aset kripto dengan mudah dan proses deposit & withdrawnya juga sangat cepat #KriptoAmanDiReku",aplikasinya sangat bagusaplikasi ini sangat membantu saya dalam membeli dan menjual aset kripto dengan mudah dan proses deposit  withdrawnya juga sangat cepat kriptoamandireku,aplikasinya bagusaplikasi membantu membeli menjual aset kripto mudah proses deposit withdrawnya cepat kriptoamandireku,"['aplikasinya', 'bagusaplikasi', 'membantu', 'membeli', 'menjual', 'aset', 'kripto', 'mudah', 'proses', 'deposit', 'withdrawnya', 'cepat', 'kriptoamandireku']",aplikasi bagusaplikasi bantu beli jual aset kripto mudah proses deposit withdrawnya cepat kriptoamandireku,positif
Pengguna Google,5,2022-08-17 19:57:55,"Deposit mudah, cepat dan instant Koin yang dilisting tidak sembarangan listing jadi aman mau beli koin apapun di exchange Rekeningku Interface mudah dipahami Bisa set target jual dan target beli di harga tertentu yang ingin dituju jadi tidak perlu liat market secara 24 jam Sering mengadakan event cashback dengan hanya melakukan deposit Biaya withdraw murah hanya 6.500 dibandingkan exchange lokal lain sejenis ini rekeningku paling top murahnya #KriptoAmanDiReku",deposit mudah cepat dan instant koin yang dilisting tidak sembarangan listing jadi aman mau beli koin apapun di exchange rekeningku interface mudah dipahami bisa set target jual dan target beli di harga tertentu yang ingin dituju jadi tidak perlu liat market secara 24 jam sering mengadakan event cashback dengan hanya melakukan deposit biaya withdraw murah hanya 6500 dibandingkan exchange lokal lain sejenis ini rekeningku paling top murahnya kriptoamandireku,deposit mudah cepat instant koin dilisting sembarangan listing aman beli koin apapun exchange rekeningku interface mudah dipahami set target jual target beli harga dituju liat market 24 jam mengadakan event cashback deposit biaya withdraw murah 6500 dibandingkan exchange lokal sejenis rekeningku top murahnya kriptoamandireku,"['deposit', 'mudah', 'cepat', 'instant', 'koin', 'dilisting', 'sembarangan', 'listing', 'aman', 'beli', 'koin', 'apapun', 'exchange', 'rekeningku', 'interface', 'mudah', 'dipahami', 'set', 'target', 'jual', 'target', 'beli', 'harga', 'dituju', 'liat', 'market', '24', 'jam', 'mengadakan', 'event', 'cashback', 'deposit', 'biaya', 'withdraw', 'murah', '6500', 'dibandingkan', 'exchange', 'lokal', 'sejenis', 'rekeningku', 'top', 'murahnya', 'kriptoamandireku']",deposit mudah cepat instant koin dilisting sembarang listing aman beli koin apa exchange rekening interface mudah paham set target jual target beli harga tuju liat market 24 jam ada event cashback deposit biaya withdraw murah 6500 banding exchange lokal jenis rekening top murah kriptoamandireku,positif
Pengguna Google,5,2022-08-17 19:57:39,"Selalu puas dengan aplikasi rekeningku. Saya harap dengan kehadiran cryptocurency di rekeningku kita semua bisa pulih lebih cepat dan bangkit lebih kuat, seusai dengan tema ulang tahun Indonesia ke 77. #KriptoAmanDiReku #PuasDiReku #Rekeningkudotcomselalu",selalu puas dengan aplikasi rekeningku saya harap dengan kehadiran cryptocurency di rekeningku kita semua bisa pulih lebih cepat dan bangkit lebih kuat seusai dengan tema ulang tahun indonesia ke 77 kriptoamandireku puasdireku rekeningkudotcomselalu,puas aplikasi rekeningku harap kehadiran cryptocurency rekeningku pulih cepat bangkit kuat tema ulang indonesia 77 kriptoamandireku puasdireku rekeningkudotcomselalu,"['puas', 'aplikasi', 'rekeningku', 'harap', 'kehadiran', 'cryptocurency', 'rekeningku', 'pulih', 'cepat', 'bangkit', 'kuat', 'tema', 'ulang', 'indonesia', '77', 'kriptoamandireku', 'puasdireku', 'rekeningkudotcomselalu']",puas aplikasi rekening harap hadir cryptocurency rekening pulih cepat bangkit kuat tema ulang indonesia 77 kriptoamandireku puasdireku rekeningkudotcomselalu,positif
Pengguna Google,5,2022-08-17 19:57:33,Sangat terpercaya #KriptoAmanDiReku,sangat terpercaya kriptoamandireku,terpercaya kriptoamandireku,"['terpercaya', 'kriptoamandireku']",percaya kriptoamandireku,positif
Pengguna Google,4,2022-08-17 19:57:31,waw sekarang rekeningku bagus!!!!!!!!!!!!! coba geh. #KriptoAmanDiReku,waw sekarang rekeningku bagus coba geh kriptoamandireku,waw rekeningku bagus coba geh kriptoamandireku,"['waw', 'rekeningku', 'bagus', 'coba', 'geh', 'kriptoamandireku']",waw rekening bagus coba geh kriptoamandireku,positif
Pengguna Google,5,2022-08-17 19:57:28,rekeningku aplikasi kripto yang sangat bagus untuk digunakan.. biaya withdrawnya termasuk murah #KriptoAmanDiReku,rekeningku aplikasi kripto yang sangat bagus untuk digunakan biaya withdrawnya termasuk murah kriptoamandireku,rekeningku aplikasi kripto bagus biaya withdrawnya murah kriptoamandireku,"['rekeningku', 'aplikasi', 'kripto', 'bagus', 'biaya', 'withdrawnya', 'murah', 'kriptoamandireku']",rekening aplikasi kripto bagus biaya withdrawnya murah kriptoamandireku,positif
Pengguna Google,5,2022-08-17 19:57:27,"Aplikasi mantap, mudah di mengerti, no tipu tipu",aplikasi mantap mudah di mengerti no tipu tipu,aplikasi mantap mudah mengerti no tipu tipu,"['aplikasi', 'mantap', 'mudah', 'mengerti', 'no', 'tipu', 'tipu']",aplikasi mantap mudah erti no tipu tipu,positif
