content,text_tokens_stemmed,Label,Label NB,Label NB Average,Label SVM,Label SVM Average
Sekarang jobsreet bnyk perusahaan bodong,jobsreet bnyk usaha bodong,negatif,negatif,negatif,negatif,negatif
"lowongan kerjanya udah pada kadaluarsa ditambah banyak lowongan bodong, tolong pihak developer ini udah banyak sekali kejadian kayak gini, kedengarannya lebih baik lagi",lowong kerja udah kadaluarsa tambah lowong bodong tolong developer udah jadi kayak gin dengar,negatif,negatif,negatif,negatif,negatif
"Terus Update, dan perbarui yang ada . Terima kasih",update baru terima kasih,positif,negatif,negatif,positif,negatif
Selalu dapat pekerjaan darisini,kerja darisini,positif,positif,positif,positif,positif
Susah bngt buat loginnya nyebelin,susah bngt loginnya nyebelin,negatif,negatif,negatif,negatif,negatif
Good,good,positif,positif,positif,positif,positif
Apk jelek gw kira bisa main gta v,apk jelek gw main gta v,negatif,negatif,negatif,negatif,negatif
Saya upload lewat jobstreet dari 2018 sampai sekarang tdk pernah memdapatkan respon yg baik.,upload jobstreet 2018 tdk memdapatkan respon yg,negatif,negatif,negatif,negatif,negatif
Lamar Ga pernah nyangkut heran gua juga apk apaa lagi ini,lamar ga nyangkut heran gua apk apaa,negatif,negatif,negatif,negatif,negatif
"Hi Jobstreet, Sy tuh bingung dengan filter kalian baik Job scope/Role maupun salary, contoh : 1. Filter gaji diatas nominilal tertentu, masih ada yg nyangkut dibawah nominal yg kita set filternya. 2. Filter role supply chain, ada kerjaan IT yg masuk. Jadi filter kalian itu based on apa?",hi jobstreet sy tuh bingung filter job scoperole salary contoh 1 filter gaji atas nominilal yg nyangkut bawah nominal yg set filter 2 filter role supply chain kerja it yg masuk filter based on,positif,negatif,negatif,positif,negatif
"Saya dapat bekerja dalam team dan individu, dapat mengoperasikan komputer, melakukan perapihan stok barang jadi di gudang, control stok, cek dan serah terima barang jadi cek barang yg akan dikirim dan loading barang. Cek kilo meter mobil dan membuat laporan kilo meter mobil",team individu operasi komputer perapihan stok barang gudang control stok cek serah terima barang cek barang yg kirim loading barang cek kilo meter mobil lapor kilo meter mobil,positif,positif,negatif,positif,negatif
Tidak ada respon dr sekian ratus apply. Booth,respon dr sekian ratus apply booth,negatif,negatif,negatif,negatif,negatif
"Buruk Buruk sangat Buruk, dua bulan install apk ini sama sekali belom pernah nemu lowongan yg jelas.",buruk buruk buruk install apk bom nemu lowong yg,negatif,negatif,negatif,negatif,negatif
"Platfom pencari kerja yang bagus, banyak pilihan pekerjaan yang ditawarkan dan mudah dalam proses pengajuan lamarannya",platfom cari kerja bagus pilih kerja tawar mudah proses aju lamar,positif,positif,positif,positif,positif
Kebanyakan via website gk jelas nge lamarnya,banyak via website gk nge lamar,negatif,negatif,negatif,negatif,negatif
"Bagi perusahaan yg jalur masuknya lewat org dalam. Cuma PHP doang. Mnding jgn di unggah di jobstreet . Kasian yg lamar,",usaha yg jalur masuk org php doang mnding jgn unggah jobstreet kasi yg lamar,positif,negatif,negatif,positif,negatif
"Setiap kali mau melamar kenapa selalu diarahkan ke chrome dan saat di chrome diarahkan untuk login ke aplikasi lain macam jora dan jobstreet express, ini aplikasi beneran isinya loker atau clickbait?",kali lamar arah chrome chrome arah login aplikasi jora jobstreet express aplikasi beneran isi loker clickbait,negatif,negatif,negatif,negatif,negatif
Mantap jobstreet..semoga semakin membantu LG dalam mencari loker..amiin,mantap jobstreetsemoga bantu lg cari lokeramiin,positif,positif,positif,positif,positif
Good aplikasi..,good aplikasi,positif,positif,positif,positif,positif
Sering updete mulu,updete mulu,negatif,negatif,negatif,negatif,negatif
"Banyak penipu nya, masa beda beda PT. HRD nya itu itu aja.",tipu nya beda beda pt hrd nya aja,negatif,negatif,negatif,negatif,negatif
Taikkk,taikkk,negatif,negatif,positif,negatif,positif
Mantap,mantap,positif,positif,positif,positif,positif
"ada yang menyalahgunakan aplikasi ini loh, penipuan mengatasnamakan aplikasi ini",menyalahgunakan aplikasi loh tipu mengatasnamakan aplikasi,negatif,negatif,negatif,negatif,negatif
bangus banget apk ini sangat membantu dan ga bikin bingung/ribet.,bangus banget apk bantu ga bikin bingungribet,positif,positif,negatif,positif,positif
"Tolong lah aplikasi nya diperbaiki lagi niat orang cari kerja, Mala loker nya banyak penipuan seperti ini kecewa saya. Semoga yang lain berhati-hati lagi saat memilih loker kurang terpercaya dsni.",tolong aplikasi nya baik niat orang cari kerja mala loker nya tipu kecewa moga berhatihati pilih loker percaya dsni,negatif,negatif,negatif,negatif,negatif
"Beberapa perusahaan tempat bernaung semuanya apply via jobstreet. Namun to be honest jobstreet versi tahun 2022 kebawah lebih nyaman digunakan krn fitur yg memang dibutuhkan oleh jobseeker (menurut sy) optimal, mulai dr info mengenai berkisar gaji yang diharapkan, jenis industri perusahaan, IPK, dsb yg menjadi salah satu poin penting dalam perekrutan",usaha naung apply via jobstreet to be honest jobstreet versi 2022 bawah nyaman krn fitur yg butuh jobseeker sy optimal dr info kisar gaji harap jenis industri usaha ipk dsb yg salah poin rekrut,positif,positif,negatif,positif,negatif
Apk sangat membantu bgt buat cari kerjaan langsung dari HRD lowongan pekerjaan nya pokoknya thevest bgt,apk bantu bgt cari kerja langsung hrd lowong kerja nya pokok thevest bgt,positif,positif,positif,positif,positif
Udah terkontaminasi banyak calo,udah kontaminasi calo,negatif,negatif,negatif,negatif,negatif
"Sangat membantu pelamar kerja dan perusahaan yang membutuhkan karyawan baru. Tapi tetap hati hati.. kadang ada perusahaan yang palsu dan merespos dengan memberi email undangan test, dengan iming iming gaji dan fasilitas akomodasi test yang tidak wajar. Tapi ujung ujungnya minta kita yang bayar tiket pesawat dulu.",bantu lamar kerja usaha butuh karyawan hati hati kadang usaha palsu merespos email undang test iming iming gaji fasilitas akomodasi test wajar ujung ujung bayar tiket pesawat,positif,positif,negatif,positif,negatif
Satu kata.. Good👍,good,positif,positif,positif,positif,positif
Banyak info yang didapat untuk mencari lowongan pekerjaan ko,info cari lowong kerja ko,positif,positif,positif,positif,positif
Bagus,bagus,positif,positif,positif,positif,positif
"Jobstret sekarang banyak penipuan, coba dong manajemen nya lebih selektif lagi untuk cek perusahaan yang mau pasang iklan, udah 3x saya dapet panggilan kerja penipuan lewat jobstreet, jgn kegiur duit tapi cek dulu perusahaan nya agar kami pengguna jobstreet gk ketipu",jobstret tipu coba manajemen nya selektif cek usaha pasang iklan udah 3x dapet panggil kerja tipu jobstreet jgn giur duit cek usaha nya guna jobstreet gk tipu,negatif,negatif,negatif,negatif,negatif
Apply di apk ini belum pernah ada panggilan sama sekali... bener apa engga ini apk ? Udh 3 tahun coba apply lewat apk ini sama sekali belum juga ada jawaban...,apply apk panggil bener engga apk udh 3 coba apply apk,negatif,negatif,negatif,negatif,negatif
Sangat membantu pencarian lowongan pekerjaan,bantu cari lowong kerja,positif,positif,positif,positif,positif
Sangat membantu sekali dalam pencarian Kerja,bantu cari kerja,positif,positif,positif,positif,positif
"Apk nya udh bagus, tpi kenapa log out sndri dan GX bisa masuk ke akun sya. Tolong diperbaharui lgi sistemnya",apk nya udh bagus tpi log out sndri gx masuk akun sya tolong baharu lgi sistem,positif,negatif,negatif,positif,negatif
Good,good,positif,positif,positif,positif,positif
"lamar kerja di jobstreet dpt notif loker, hasilnya kalo ngga notif loker tutup ya ngga diproses, padahal profil dah lengkap dan cv selalu diperbarui, byk perusahan pasang loker tapi mereka ngga proses lamaran yg masuk, hrsnya jobstreet ngepush perusahaan yg buka loker buat update progress pelamar",lamar kerja jobstreet dpt notif loker hasil kalo ngga notif loker tutup ya ngga proses profil dah lengkap cv baru byk usah pasang loker ngga proses lamar yg masuk hrsnya jobstreet ngepush usaha yg buka loker update progress lamar,negatif,negatif,negatif,negatif,negatif
Ada pt penipuan disini hehe jadi males pake joobstreet,pt tipu hehe males pake joobstreet,negatif,negatif,negatif,negatif,negatif
"Tolong sama pihak jobstreet lebih selektif lagi kalo memposting loker karena banyak pabrik2 fiktif, di cari d google sama d google maps pabriknya tidak ada terus ada panggilan tapi tes nya di ruko-ruko takutnya itu penipuan, dan kasihan juga sama fresh graduate yang tidak tahu dan akhirnya kena tipu, mohon lebih selektif lagi kalo ngeshare lokernya demi keamanan kita bersama. Tolong lebih selektif lagi jangan sampe udah kejadian baru lapor, harusnya dari pihak developer lebih selektif lagi.",tolong jobstreet selektif kalo memposting loker pabrik2 fiktif cari d google d google maps pabrik panggil tes nya rukoruko takut tipu kasihan fresh graduate kena tipu mohon selektif kalo ngeshare lokernya aman tolong selektif sampe udah jadi lapor developer selektif,negatif,negatif,negatif,negatif,negatif
PT.RADANA BHASKARA 4TH PT.CAKRAWALA CITRA MULTIFINANCE 2TH PT.KARUNIA ADI SANTOSA 2TH,ptradana bhaskara 4th ptcakrawala citra multifinance 2th ptkarunia adi santosa 2th,positif,positif,positif,positif,negatif
"Dari awal apply belum pernah dapat panggilan, jangan kan panggilan kadang lamaran blm dibaca tiba2 udh tutup karena status yg ga berubah, padahal ngelamar sesuai dgn pengalaman. Tp mgkn blik lg ke rezeki msng2. Sy share loker dr jobstreet bwt temen, dia lgsg di panggil. Di perusahaan yg sy apply juga. Padahal sama2 pengalaman di bidang yg sama. Entah deh kenapa",apply panggil panggil kadang lamar blm baca tiba2 udh tutup status yg ga ubah ngelamar sesuai dgn alam tp mgkn blik lg rezeki msng2 sy share loker dr jobstreet bwt temen lgsg panggil usaha yg sy apply sama2 alam bidang yg deh,negatif,negatif,negatif,negatif,positif
Mantab,mantab,positif,positif,positif,positif,positif
Aplikasi ga jelas ga pernah di filter soal penipuan yang mengatasnamakan perusahaan. Dan juga tidak ada info soal lowongan buka atau tutup. SANGAT TIDAK JELAS!!,aplikasi ga ga filter tipu mengatasnamakan usaha info lowong buka tutup,negatif,negatif,negatif,negatif,negatif
"Banyak loker bodong, tiga kali dpt panggilan kerja palsu,",loker bodong kali dpt panggil kerja palsu,negatif,negatif,negatif,negatif,negatif
"Thank you jobstreet...aku sudah dapat pekerjaan melalui aplikasi ini...dan dua perusahaan yang saya Lamar dua-duanya terima cv saya dan Melakukan Interview.,baik secara online maupun offline,terima Kasih banyak.",thank you jobstreetaku kerja aplikasi inidan usaha lamar duaduanya terima cv interviewbaik online offlineterima kasih,positif,positif,positif,positif,positif
"Tolong development yg terhormat coba untuk perusahaan yg bodong jangan di share dong kami para pencaker sangat rugi sekali kami mencari loker untuk bekerja bukan di minta duit duluan kalau mau share itu harus detail perusahaannya bibit bobotnya,saya pernah dapat panggilan di salah satu perusahaan BMC pas di samperin bukan PT melainkan ruko penyaluran pekerjaan di situ kami di mintain duit terlebih dahulu dan mndaftar membersip.",tolong development yg hormat coba usaha yg bodong share pencaker rugi cari loker duit duluan share detail usaha bibit bobotnyasaya panggil salah usaha bmc pas samperin pt ruko salur kerja situ mintain duit mndaftar sip,negatif,negatif,negatif,negatif,negatif
"Keren, Jobstreet👍🏻👍🏻",keren jobstreet,positif,positif,positif,positif,positif
Masih lumayan banyak loker penipuan,lumayan loker tipu,negatif,negatif,negatif,negatif,negatif
"Tolong diperbaikin sistemnya, banyak loker bodong. Udah 200 lebih lamaran saya sebar tp tak ada satupun yg nyangkut ! Tiap kali saya lamar pasti alesannya loker nya udah ditutup padahal baru beberapa hari dibuka lokernya",tolong diperbaikin sistem loker bodong udah 200 lamar sebar tp satu yg nyangkut kali lamar alesannya loker nya udah tutup buka lokernya,negatif,negatif,negatif,negatif,negatif
"Aplikasi yang sekarang menghilangkan job level, kita itu perlu tau ini level staff, supervisor atau manager,. Nanti asal lamar tau nya gak sesuai, jadi menghabiskan waktu",aplikasi hilang job level tau level staff supervisor manager lamar tau nya gak sesuai habis,negatif,negatif,negatif,negatif,positif
"Pliss tolong dong pihak jobstreet,banyak perusahaan bodong pake apk ini buat cari mangsa, saya salah satu korbannya uang 1,6jt saya langsung ilang dlm sedetik",pliss tolong jobstreetbanyak usaha bodong pake apk cari mangsa salah korban uang 16jt langsung ilang dlm detik,negatif,negatif,negatif,negatif,negatif
"sejauh ini sistem dari jobstreetnya aman-aman aja, tapi kenapa masih aja bisa lepas dari penipuan pekerjaan ya? harusnya aplikasi memperketat lg pendaftaran akun perusahaan/lainnya yg mau memasarkan pekerjaan di aplikasi ini?! saya sudah jd korban penipuan job yg mengatasnamakan perusahaan lain dan mereka meminta uang, mereka mana mikir kesiannya org yg udh disita waktu, ongkos, dan tenaga buat datengin tmpt kerjanya yg malah nipuuuu gini, org mo cari duit malah ditipu, tegaa🥺",sistem jobstreetnya amanaman aja aja lepas tipu kerja ya aplikasi ketat lg daftar akun perusahaanlainnya yg pasar kerja aplikasi jd korban tipu job yg mengatasnamakan usaha uang mikir kesi org yg udh sita ongkos tenaga datengin tmpt kerja yg nipuuuu gin org mo cari duit tipu tegaa,negatif,negatif,negatif,negatif,negatif
.l⛑️🧸,l,positif,negatif,negatif,positif,positif
banyak penipu,tipu,negatif,negatif,negatif,negatif,negatif
aseli keren pisan ini mah bos,aseli keren pis mah bos,positif,positif,positif,positif,positif
"apa yang mesti aku sampaikan baru memakai aplikasi ini jadi blm ada komentar, maaf",mesti pakai aplikasi blm komentar maaf,negatif,negatif,negatif,negatif,negatif
"Banyak panggilan dari perusahaan palsu, percuma dilaporkan karena pihak yg buat paka carai scam dan tdk pernah habis, harusnya ada pihak yg turun ke lapangan atau CS yg hubungi terlebih dahulu perusahaan tersebut.",panggil usaha palsu lapor yg paka cara scam tdk habis yg turun lapang cs yg hubung usaha,negatif,negatif,negatif,negatif,negatif
"Udah dari 2016 pakai jobstreet tapi gk pernah dapat panggilan dari aplikasi ini yang ada marketing dari jobstreet spam Mulu, beda sama aplikasi tetangga banyak follup nya ketimbang disini spam doang",udah 2016 pakai jobstreet gk panggil aplikasi marketing jobstreet spam mulu beda aplikasi tetangga follup nya ketimbang spam doang,negatif,negatif,negatif,negatif,negatif
Kok saya tidak bisa apply yaa,apply yaa,positif,negatif,negatif,positif,negatif
Bisa membantu orang,bantu orang,positif,positif,positif,positif,positif
"Aplikasi yang sangat membantu buat jobseekers, ada pemberitahuannya jg",aplikasi bantu jobseekers pemberitahuannya jg,positif,positif,positif,positif,positif
"Kenapa aplikasinya saat ini dalam pencarian modelnya berubah, tidak ada tampilan lokernya. Dan pada pencarian sering tidak muncul sesuai dengan pencarian",aplikasi cari model ubah tampil lokernya cari muncul sesuai cari,positif,positif,negatif,positif,negatif
Banyak hoax tentang Info lowongan kerja di jobstreet,hoax info lowong kerja jobstreet,negatif,negatif,positif,negatif,positif
Terimakasih Jobstreet...,terimakasih jobstreet,positif,positif,positif,positif,positif
"Jobstreet mantab dan ok banget, update terus lowingan kerja nyasesuai yang kita inginkan",jobstreet mantab ok banget update lowingan kerja nyasesuai,positif,positif,positif,positif,positif
aplikasi konyol,aplikasi konyol,negatif,negatif,positif,negatif,positif
kendala sudah oke,kendala oke,positif,positif,positif,positif,positif
Lokernya kbnyakan penipuan yg diposting,lokernya kbnyakan tipu yg diposting,negatif,negatif,negatif,negatif,negatif
Selalu ngebantu utntu yang membutuh kan pekerjaan,ngebantu utntu butuh kerja,positif,positif,positif,positif,positif
Agak lumayan bagus dan bisa membantu,lumayan bagus bantu,positif,positif,positif,positif,positif
"Baru selesai update malah eror, gak bisa memuat halaman terooss... 🥲 nanti ku ganti bintangnya kalo udah diperbaiki",selesai update eror gak muat halaman terooss ku ganti bintang kalo udah baik,positif,negatif,negatif,negatif,negatif
"Ngisi tanggal lahir udah bener klik tanggalnya ko malah invalid date kontoll,, sudah email tapi tidak ada tanggapan,, banyak loker hoax lagi, dapet panggilan palsu terus",ngisi tanggal lahir udah bener klik tanggal ko invalid date kontoll email tanggap loker hoax dapet panggil palsu,negatif,negatif,negatif,negatif,negatif
"Cari kerja di aplikasi ini selama 2th lebih satu pun belum dapat, malah yang banyak undangan interview Penipu pada WA.",cari kerja aplikasi 2th undang interview tipu wa,negatif,negatif,negatif,negatif,negatif
Jangan ugal-ugalan,ugalugalan,negatif,negatif,positif,negatif,positif
Tolong segera dibenahi fitur pencarian dan save pekerjaan sama sekali ga relate,tolong benah fitur cari save kerja ga relate,negatif,negatif,negatif,negatif,negatif
"Ko ribet si sekarang, tiap mo apply diarahin ke jobstreet express itu pun ga bisa langsung di apply, nanggung sekalian aja buka jobstreet express daripada jobstreet yg ini",ko ribet si mo apply diarahin jobstreet express ga langsung apply nanggung aja buka jobstreet express jobstreet yg,positif,negatif,negatif,positif,negatif
"Aplikasinya ngeBUG, Tim IT nya Bodoh, masa seetting yg relevansi dengan tanggal waktu terbaru lowongannya malah nyasar yg lain juga.. Tim IT nya makan gaji Buta?",aplikasi ngebug tim it nya bodoh seetting yg relevansi tanggal baru lowong nyasar yg tim it nya makan gaji buta,negatif,negatif,negatif,negatif,negatif
Ga bisa login👎,ga login,negatif,negatif,negatif,negatif,negatif
"Susah ya dapat kerja dri aplikasi macam ni, tak membantu.",susah ya kerja dri aplikasi ni bantu,negatif,negatif,negatif,negatif,positif
"Pencariannya sekarang ngaco, tidak spesifik kaya dulu lagi. Apa yang muncul ga sesuai keyword.",cari ngaco spesifik kaya muncul ga sesuai keyword,negatif,negatif,negatif,negatif,negatif
sangat bagus,bagus,positif,positif,positif,positif,positif
Banyak undangan interview penipuannya dari dulu. Orang yg niat cari uang malah jadi buang2 uang sama waktu. Apa ga bisa dicheck dulu valid atau ga lokernya kaya di apk sebelah? Sayang banget lama-lama jadi apk bobrok.,undang interview tipu orang yg niat cari uang buang2 uang ga dicheck valid ga lokernya kaya apk belah sayang banget lamalama apk bobrok,negatif,negatif,negatif,negatif,negatif
"Setelah update, hasil pencarian pekerjaan tidak sesuai dengan keyword yang dimasukkan. Sehingga tidak spesifik dengan posisi yang dicari dan cenderung random!!",update hasil cari kerja sesuai keyword masuk spesifik posisi cari cenderung random,negatif,negatif,positif,negatif,negatif
"Aplikasi penyedia Lowongan Kerja BODONG. Plis kalian klo mo nyari lowker jangan disini,, sekalinya kalian daftar / apply loker, byk nomer² palsu kirim info lowker ga jelas dan penipuan. Udh jelek bgt skrg aplikasinya nggak kayak dulu.",aplikasi sedia lowong kerja bodong plis klo mo nyari lowker sekali daftar apply loker byk nomer palsu kirim info lowker ga tipu udh jelek bgt skrg aplikasi nggak kayak,negatif,negatif,negatif,negatif,negatif
"Hi Developer Ada masalah di Jobstreet saya, saya tidak bisa upload Resume. Mohon segera diperbaiki.Thx 🙏",hi developer jobstreet upload resume mohon diperbaikithx,negatif,negatif,negatif,negatif,negatif
Mantap,mantap,positif,positif,positif,positif,positif
Semenjak di perbarui proses pencarian kerja yang di inginkan tidak sesuai dengan yang di tampilkan dan lebih sangat jauh dari yang di cari,semenjak baru proses cari kerja sesuai tampil cari,negatif,negatif,negatif,negatif,negatif
Jelek bangett identitas nya dipake no gak kenal buat nipu,jelek bangett identitas nya dipake no gak kenal nipu,negatif,negatif,negatif,negatif,negatif
"Kenapa sih di aplikasi ini sering update aplikasi, tp tetep aja masih bnyak perusahaan bodong yg berkeliaran mengatas namakan hiring , dengan indikasi / tunjangan yg gak masuk akal dengan posisi yg di buka , tolong dong pihak development nya bisa ditindak lanjut lagi, kasus2 kaya gini sudah banyak,, tindak lanjut layar belakang perusahaan terlebih dahulu sebelum share,,, Ini saja masukan nya, ( selebihnya nya sangat membantu dari aspek pencariker )",sih aplikasi update aplikasi tp tetep aja bnyak usaha bodong yg liar atas nama hiring indikasi tunjang yg gak masuk akal posisi yg buka tolong development nya tindak kasus2 kaya gin tindak layar usaha share masuk nya lebih nya bantu aspek pencariker,negatif,negatif,negatif,negatif,negatif
jdi ART,jdi art,negatif,negatif,positif,negatif,positif
Sangat membantu,bantu,positif,positif,positif,positif,positif
Mau login gak bisa bisa malah balik ke menu itu lagi itu lagi. Kenapa ya?,login gak menu ya,negatif,negatif,negatif,negatif,negatif
"tampilan sudah bagus dan sederhana ikutin jaman cuma di menu pencarian/search jangan 3 kolom harusnya 1 kolom baris,jadi susah pas cari perusahaan yg dilamar,mohon di larat Terima kasih.",tampil bagus sederhana ikutin jaman menu pencariansearch 3 kolom 1 kolom barisjadi susah pas cari usaha yg dilamarmohon larat terima kasih,positif,positif,negatif,positif,negatif
"Loker yg udah pernah di apply di tampilan kembali,pas apply tiba2 sudah tutup artinya udah kehabisan bahan dari jobstreet, dapat email loker sudah tutup dari pertama perusahaan buka lowongan lebih dari satu x kali apply kembali tiba2 dapat email sudah tutup...PHP bener",loker yg udah apply tampil kembalipas apply tiba2 tutup udah habis bahan jobstreet email loker tutup usaha buka lowong x kali apply tiba2 email tutupphp bener,negatif,negatif,negatif,negatif,negatif
Gak pernah dipanggil kerja,gak panggil kerja,negatif,negatif,negatif,negatif,negatif
Pengalaman di bidang sales retail dan GT,alam bidang sales retail gt,positif,positif,positif,positif,positif
Jobstreet emang aplikasi keren yang memudahkan saya dalam mencari pekerjaan. Terimakasih jobstreet.,jobstreet emang aplikasi keren mudah cari kerja terimakasih jobstreet,positif,positif,positif,positif,positif
Mantap bagus sekali.. sangat membantu.. terima kasih,mantap bagus bantu terima kasih,positif,positif,positif,positif,positif
Lokernya kebanyakan hoax... alamatnya ga jelas,lokernya banyak hoax alamat ga,negatif,negatif,negatif,negatif,negatif
Ok mantul,ok mantul,positif,positif,positif,positif,positif
Blum Ki coba,blum ki coba,negatif,negatif,positif,negatif,positif
"Lebih bagus yg dulu,,yg sekarang lebih ribet,",bagus yg duluyg ribet,negatif,negatif,negatif,negatif,negatif
"aplikasi yang bagus dan membantu mudah2an bisa dpet kerjaan , aminnn",aplikasi bagus bantu mudah2an dpet kerja aminnn,positif,positif,positif,positif,positif
cukup membantu mencari loker,bantu cari loker,positif,positif,positif,positif,positif
"Parah disini bnyak bnget penipunya, hari jumat sore dpt panggilan interview dari 2 perusahaan utk datang pda hari Sabtu pagi sampai jam 14.00. sya datengin perusahaan yg pertama ternyata harus menggunakan jaminan 1,6jt stelah 1bln akan di kembalikan di surat perjanjian, dan perusahaan 1 lagi sya samper ga ada sma sekali nama perusahaan tersebut di lokasi dan kata org sekitar sudah bnyak kasus sebelumnya, akhirnya sya langsung cabut sblm kena jebakan, utk PT MPL dan PT. CLI (singkatan) hati2",parah bnyak bnget tipu jumat sore dpt panggil interview 2 usaha utk pda sabtu pagi jam 1400 sya datengin usaha yg jamin 16jt stelah 1bln kembali surat janji usaha 1 sya samper ga sma nama usaha lokasi org bnyak sya langsung cabut sblm kena jebak utk pt mpl pt cli singkat hati2,negatif,negatif,negatif,negatif,negatif
"Dimohon untuk Jobstreet untuk lebih selektif dalam mendaftarkan Perusahaan. Karena Nama Perusahaan di aplikasi dan nama perusahaan di tempat yang didatangi ternyata berbeda. Kita disini mencari kerja atas bantuan dari Jobstreet, bukan malah ketipu sama perusahaan bodong. Ok??",mohon jobstreet selektif daftar usaha nama usaha aplikasi nama usaha datang beda cari kerja bantu jobstreet tipu usaha bodong ok,negatif,negatif,negatif,negatif,negatif
"6 bulan belakangan ini menggunakan jobstreet sangat senang sekali ,sangat mudah sekali untuk melamar kerja lebih efektif dan efisien, Alhamdulillah ada proses dari perusahaan sampai tahap interview user, interview HRD dan MCU .Thank you jobstreet!! Semoga selalu memberikan upgrade yang terbaik lagi",6 jobstreet senang mudah lamar kerja efektif efisien alhamdulillah proses usaha tahap interview user interview hrd mcu thank you jobstreet moga upgrade baik,positif,positif,positif,positif,positif
"Tolong, bila ada yang kirim CV, dikomen atau di balas !!!",tolong kirim cv dikomen balas,negatif,negatif,negatif,negatif,negatif
Good,good,positif,positif,positif,positif,positif
akan lebih mudah memcari pekerjaan yang sesuai dgn pendidokan,mudah memcari kerja sesuai dgn dok,positif,positif,positif,positif,positif
Good,good,positif,positif,positif,positif,positif
Semua Lowongan yg di apply kebanyakan sudah di tutup,lowong yg apply banyak tutup,negatif,negatif,negatif,negatif,negatif
Aplikasi yg bagus buat para pencari kerja,aplikasi yg bagus cari kerja,positif,positif,positif,positif,positif
"Update makin parah, makin bingung ribet bet bet...",update parah bingung ribet bet bet,negatif,negatif,negatif,negatif,negatif
Ini see max nya di sebelah mana ya?,see max nya belah ya,positif,positif,negatif,positif,positif
"Aplikasi pencari kerja yang ok banget, tampilannya eye catching, user friendly dan ada rekomendasi pekerjaan yang sesuai dengan cv kita, pokoknya mantap banget deh!",aplikasi cari kerja ok banget tampil eye catching user friendly rekomendasi kerja sesuai cv pokok mantap banget deh,positif,positif,positif,positif,positif
Good app for job seeker,good app for job seeker,positif,positif,positif,positif,positif
Good,good,positif,positif,positif,positif,positif
Kok Jadi aneh? Fitur nya pada ilang ga selengkap yang lama setelah di perbarui,aneh fitur nya ilang ga lengkap baru,negatif,negatif,negatif,negatif,negatif
"Info loker nya nyampur sama jobstrett express. HRD nya sombong2, padahal masuk kualifikasi tp di tolak, semoga ga bakal dapet karyawan yg betah disana",info loker nya nyampur jobstrett express hrd nya sombong2 masuk kualifikasi tp tolak moga ga dapet karyawan yg betah sana,negatif,negatif,negatif,negatif,positif
alhamdulillah kerja,alhamdulillah kerja,positif,positif,positif,positif,positif
Maaf min sebelum nya saya hanya menyarankan kalo kasih lowongan yang bener dong saya dapet dari aplikasi ini ko malah masuk ke perumahan..jadi tolong lah bagi admin kalo ada perusahan yang ingin daftar di aplikasi ini tolong tanya secara detail dong ke banyakan perusahaan bodong tolong di teliti lagi 🙏,maaf min nya saran kalo kasih lowong bener dapet aplikasi ko masuk perumahanjadi tolong admin kalo usah daftar aplikasi tolong detail banyak usaha bodong tolong teliti,negatif,negatif,negatif,negatif,negatif
"Hati hati disini banyak penipuan loker berkedok menjanjikan pekerjaan PT gaji umr singkat akhir di suruh bayar 1.5 JT atau DP dulu katanya buat bikin seragam dulu dan lain"" ny akhirny cuma iming"" saya adalah korban di jobds ini hati hati para pencari pekerjaan bila di haruskan bayar ini adalah penipuan fatal. Awal pendaftaran ini di arahin ke Ruko yg ada di kelender lalu untuk interview dan penetapan kerja / tes di ruko Cakung , satpam sangat tidak ramah ia memaksa agar para pendaftar tidak",hati hati tipu loker kedok janji kerja pt gaji umr singkat suruh bayar 15 jt dp bikin seragam ny akhirny iming korban jobds hati hati cari kerja harus bayar tipu fatal daftar arahin ruko yg lender interview tetap kerja tes ruko cakung satpam ramah paksa daftar,negatif,negatif,negatif,negatif,negatif
"Semenjak di update sumpah jelek banget, banyak loker bodong juga. Beda jobstreet yang dulu. Ketersediaan loker walaupun hanya beberapa tapi real dan selalu dapat panggilan. Sekarang loker banyak tapi fake. Kalah sama aplikasi Kita lulus dah nih 😭. Kembalikan JOB STREET yang dulu",semenjak update sumpah jelek banget loker bodong beda jobstreet sedia loker real panggil loker fake kalah aplikasi lulus dah nih kembali job street,negatif,negatif,negatif,negatif,negatif
"Terlalu banyak perusahaan fiktip/penipuan. Dengan nama perusahaannya ANONIM. Minta tolong pihak jobstreet untuk sharing ulang. Karena kasian para pelamar, setelah dihubungi,mrk dtg ke alamat tsb, ternyata sesampainya mrk dipaksa untuk membayar sekian juta, dgn alasan uang admin dll, dgn iming² setelah itu dpt diterima lgsg kerja.",usaha fiktippenipuan nama usaha anonim tolong jobstreet sharing ulang kasi lamar dihubungimrk dtg alamat tsb sampa mrk paksa bayar sekian juta dgn alas uang admin dll dgn iming dpt terima lgsg kerja,positif,negatif,negatif,positif,negatif
Jelek,jelek,negatif,negatif,negatif,negatif,negatif
Mudahkan pencari kerja mendapatkan informasi lowongan pekerjaan,mudah cari kerja informasi lowong kerja,positif,positif,positif,positif,positif
Sangat cepat panggilan interview lamaran via jobstreet,cepat panggil interview lamar via jobstreet,positif,negatif,negatif,positif,positif
